source,reference,hypothesis
"One who succeeds to the right or ownership of another, ought to enjoy the rights of that other.","जसले अर्कको व्यक्तिको अधिकार वा स्वामित्व सक्छ, निजले त्यस्तो व्यक्तिको अधिकार उपयोग गर्दछ ।","जसले अर्को व्यक्तिको अधिकार वा स्वामित्व प्राप्त गरेको हुन्छ, निजले अर्को व्यक्तिको अधिकार प्राप्त गर्नु पर्छ ।"
"Notwithstanding anything contained in sub-section , in cases where it is necessary to carry out any security check under the prevailing law or to search any person in the course of investigation of a criminal offence, the authorized official or any person or security deputed for the purpose of security in accordance with his or her order may carry out search in accordance with law",उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि प्रचलित कानून बमोजिम कुनै सुरक्षा जाँच वा फौजदारी कसूरको अनुसन्धानको सिलसिलामा कुनै व्यक्तिको तलासी लिनु पर्ने अवस्था भएमा कानून बमोजिम अधिकार प्राप्त अधिकारी वा निजको आदेश बमोजिम सुरक्षाको प्रयोजनको लागि खटिएका कुनै व्यक्ति वा सुरक्षाकर्मीले तलासी लिन सक्नेछ,उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि फौजदारी कस्रको अनुसन्धानको सिलसिलामा प्रचलित कानून बमोजिम कुनै सुरक्षा जाँच गर्नु वा कुनै व्यक्तिको खानतलासी गर्नु पर्ने अवस्थामा निजको आदेश बमोजिम अधिकार प्राप्त अधिकारी वा सुरक्षाको प्रयोजनको लागि खटाइएको कुनै व्यक्ति वा सुरक्षाकर्मीले कानून बमोजिम खानतलासी गर्न सक्नेछ
"Miscellaneous Investigation and filling of case: An investigation of a case punishable under section 33 shall be carried out by an officer of the Council appointed by it and after the completion of such investigation, the case shall be filed with a corresponding district court on taking opinion of the government attorney",बिबिध मुद्दाको अनुसन्धान र दायरीः दफा ३३ बमोजिम सजाय हुने मुद्दाको अनुसन्धान परिषद्ले तोकेको परिषद्को अधिकृतले गर्नेछ र त्यस्तो अनुसन्धानको काम पूरा भएपछि सरकारी वकिलको राय लिई सम्बन्धित जिल्ला अदालतमा मुद्दा दायर गर्नेछ,विविध मुद्दाको अनुसन्धान र किनारा : दफा ३३ बमोजिम सजाय हुने मुद्दाको अनुसन्धान परिषद्ले नियुक्त गरेको परिषद्को अधिकृतले गर्नेछ र त्यस्तो अनुसन्धान समाप्त भएपछि सरकारी वकीलको राय लिई सम्बन्धित जिल्ला अदालतमा मुद्दा दायर गर्नु पर्नेछ
An action to penalize someone who wrongfully compelled the plaintiff to assume obligation.,गलत तरिकाले दायित्व बोकाउनेलाई सजाय दिने उजुरी ।,वादीलाई दायित्व पूरा गर्न बाध्य गर्ने कुनै व्यक्तिलाई सजाय दिने उजुरी ।
"Restorative justice: While dispensing the juvenile justice, it shall be made in compliance with the principle of restorative justice",पुनर्स्थापकीय न्याय: बाल न्याय सम्पादन गर्दा पुनर्स्थापकीय न्यायको मान्यता अनुकूल हुने गरी गर्नु पर्नेछ,पुनर्स्थापनामूलक न्याय : बाल न्याय प्रदान गर्दा पुनर्स्थापनामूलक न्यायको सिद्धान्तको अनुरूप गर्नु पर्नेछ
"Rights of children with disabilities: The children with disabilities shall have the right to ensure their dignity and honour, promote self-reliance, participate actively in the society and earn the living in a respectful manner.","अपाङ्गता भएका बालबालिकाको अधिकार : अपाङ्गता भएका बालबालिकालाई आफ्नो मान, प्रतिष्ठा सुनिश्चित गर्ने, आत्मनिर्भरता प्रवर्द्धन गर्ने, समाजमा सक्रिय रुपले सहभागी हुने तथा सम्मानजनक तवरले जीवन व्यतीत गर्ने अधिकार हुनेछ ।","अपाङ्गता भएका बालबालिकाको अधिकार : अपाङ्गता भएका बालबालिकालाई आफ्नो प्रतिष्ठा र सम्मान सुनिश्चित गर्ने, आत्मनिर्भरता प्रवर्द्धन गर्ने, समाजमा सक्रिय रुपमा सहभागी हुने र सम्मानपूर्वक जीवनयापन गर्ने अधिकार हुनेछ ।"
One who does wrong hates the light.,"जसले खराव काम गर्छ, निजले आफूलाई अन्धकारमा राख्छ ।","जसले गल्ती काम गर्छ, निजले उज्यालोलाई घृणा गर्छ ।"
"Relating to installing CCTV camera at public place: If it is necessary to install CCTV camera at any public place, such camera may be installed, or caused to be installed, at a place other than the toilet, bathroom or changing room","सार्वजनिक स्थलमा सिसिटिभि क्यामेरा जडान गर्ने सम्बन्धमा: कुनै पनि सार्वजनिक स्थलमा सिसिटिभि क्यामेरा जडान गर्न आवश्यक भएमा शौचालय, स्नान गृह वा कपडा फेर्ने कक्ष (चेञ्जिङ रुम) बाहेकका ठाउँमा त्यस्तो क्यामेरा जडान गर्न वा गराउन सकिनेछ","सार्वजनिक स्थानमा सिसिटिभि क्यामेरा जडान गर्ने सम्बन्धी : कुनै सार्वजनिक स्थानमा सिसिटिभि क्यामेरा जडान गर्नु पर्ने भएमा शौचालय, तलासी वा मलदानी बाहेक अन्य ठाउँमा त्यस्तो क्यामेरा जडान गर्न वा गराउन सकिनेछ"
"The Fund may make investment in the area of power generation and distribution, agriculture development, tourism and construction of larger infrastructures promoted by Government of Nepal or anybody having under the ownership or control of Government of Nepal.","कोषले नेपाल सरकार वा नेपाल सरकारको स्वामित्व वा नियन्त्रणमा रहेको कुनै निकायद्वारा प्रवद्रिधत उर्जा उत्पादन र प्रशारण, कृषि विकास, पर्यटन र ठूला पूर्वाधार निर्माणको क्षेत्रमा शेयर लगानी गर्न सक्ने।","कोषले नेपाल सरकार वा नेपाल सरकारको स्वामित्व वा नियन्त्रणमा रहेका कुनै पनि व्यक्तिले प्रवर्द्धन गरेको विद्युत उत्पादन वितरण, कृषि विकास, पर्यटन तथा ठूलो पूर्वाधार निर्माणको क्षेत्रमा लगानी गर्न सक्नेछ ।"
"The investigating authority, government attorney or Juvenile Court shall give the information about the diversion of the child pursuant to sub-section to their respective higher office and Juvenile Court","उपदफा बमोजिम अनुसन्धान अधिकारी, सरकारी वकील वा बाल अदालतले बालबालिकालाई दिशान्तर गरेको जानकारी आफ्नो माथिल्लो निकाय र बाल अदालतलाई दिनु पर्नेछ","उपदफा बमोजिम अनुसन्धान अधिकारी, सरकारी वकील वा बाल अदालतले बालबालिका दिशान्तर भएको जानकारी सम्बन्धित उच्च कार्यालय र बाल अदालतलाई दिनु पर्नेछ"
To commence an action.,कारवाहीको शुरुवात ।,उजुरी प्रारम्भ गर्ने ।
The amount of a fine received in the form of cash by the Rastra Bank pursuant to Sub-Sections and shall be deposited to the Government fund,उपदफा र बमोजिम राष्ट्र बैङ्खलाई प्राप्त हुने नगद जरिबाना सरकारी कोषमा दाखिला गर्नु पर्नेछ,उपदफा बमोजिम राष्ट्र बैङ्कले नगद रूपमा प्राप्त गरेको जरिबानाको रकम सरकारी कोषमा जम्मा गर्नु पर्नेछ
"Except for the condition where the Juvenile Court has made a restriction stating that it would be not in the interests of a child, the child living separately from the father or mother or both shall have the right to make direct contact or meet with the father or mother regularly",बालबालिकाको अहित हुने भनी बाल अदालतले रोक लगाएको अवस्थामा बाहेक बाबु वा आमा वा दुवैसँग भिन्न वा अलग बसेको बालबालिकालाई बाबु आमासँग व्यक्तिगत सम्बन्ध कायम राख वा नियमित रूपमा प्रत्यक्ष सम्पर्क वा भेटघाट गर्ने अधिकार हुनेछ,बाल अदालतले कुनै बालबालिकाको हितमा नपर्ने गरी कुनै हदम्याद तोकेको अवस्थामा बाहेक बाबु वा आमाबाट अलग्गै बसोबास गर्ने वा दुवै बालबालिकालाई बाबु वा आमासँग प्रत्यक्ष सम्पर्क गर्ने वा नियमित रूपमा भेटघाट गर्ने अधिकार हुनेछ
Prescribed or as prescribed means prescribed or as prescribed in the rules framed under this Act.,तोकिएको वा “तोकिए बमोजिम” भन्नाले यस ऐन अन्तर्गत बनेको नियममा तोकिएको वा तोकिए बमोजिम सम्झनु पर्छ ।,“तोकिएको” वा “तोकिए बमोजिम” भन्नाले यस ऐन अन्तर्गत बनेको नियममा तोकिएको वा तोकिए बमोजिम सम्झनु पर्छ ।
"While making a recommendation pursuant to sub-section (1), the Commission shall make available the facts, documents and copies of evidences collected in course of investigation that will assist in the filing of the case, to the concerned agency","उपदफा बमोजिम सिफारिस गर्दा आयोगले मुद्दा दायर गर्न सहयोग पुग्ने छानबिनको क्रममा सङ्कलन गरेको तथ्य, कागज तथा प्रमाणको प्रतिलिपि समेत सम्बन्धित निकायलाई उपलब्ध गराउन सक्नेछ","उपदफा बमोजिम सिफारिस गर्दा आयोगले मुद्दा दायर गर्न सहयोग हुने अनुसन्धानको सिलसिलामा सङ्कलन भएको तथ्य, कागजात र प्रमाणको प्रतिलिपि सम्बन्धित निकायलाई उपलब्ध गराउनु पर्नेछ"
"""Public educational trust school"" means a welfare school established or operated under the public educational trust, with non-profit motive",“सार्वजनिक शैक्षिक गुठी विद्यालय” भन्नाले मुनाफा नकमाउने उद्देश्यले सार्वजनिक शैक्षिक गुठी अन्तर्गत स्थापना वा सञ्चालन भएका कल्याणकारी विद्यालयलाई सम्झनु पर्छ,“सार्वजनिक शैक्षिक गुठी विद्यालय” भन्नाले सार्वजनिक शैक्षिक गुठी अन्तर्गत स्थापना वा सञ्चालन भएको मुनाफा नलागेको कल्याणकारी विद्यालय सम्झनु पर्छ
Special Committee may be Formed: The Council may form special committees as required to manage its function and activities.,विशेष समिति गठन गर्न सक्ने : परिषद्ले आफ्नो काम कारबाहीलाई व्यवस्थित गर्न आवश्यकता अनुसार विशेष समिति गठन गर्न सक्नेछु।,विशेष समिति गठन गर्न सक्ने : परिषद्ले आफ्नो काम कारबाही व्यवस्थापन गर्न आवश्यकता अनुसार विशेष समिति गठन गर्न सक्नेछ ।
"If the difference between the dates of birth as mentioned in different certificates according to sub-salaryection is found to be more than one yea, the date of birth shall be determined on the basis of the certificate mentioning only year in accordance with sub-section",उपदफा बमोजिम छुट्टा छुट्टै प्रमाणपत्रमा उल्लेख भएको जन्म मितिको अन्तर एक वर्ष भन्दा बढी देखिएमा वर्ष मात्र उल्लेख भएको प्रमाणपत्रको आधारमा उपदफा बमोजिम जन्म मिति कायम गरिनेछ,उपदफा बमोजिम विभिन्न प्रमाणपत्रमा उल्लिखित जन्म मिति बीचको फरक एक भन्दा बढी भएमा उपदफा बमोजिम वर्ष मात्र उल्लेख गरेको प्रमाणपत्रको आधारमा जन्म मिति निर्धारण गरिनेछ
"Secretary, Ministry of Land Management, Cooperative and Poverty Alleviation","सचिव, भूमि व्यवस्था सहकारी तथा गरिवी निवारण मन्त्रालय","सचिव, भूमि व्यवस्था, सहकारी तथा विपन्नता निवारण मन्त्रालय"
Special Protection and Rehabilitation of Children Children_in need_of special protection: The following children shall be deemed to be children in need of special protection: Orphan children,विशेष संरक्षणको आवश्यकता भएका बालबालिका: देहायका बालबालिका विशेष संरक्षणको आवश्यकता भएका बालबालिका मानिनेछन्‌ :- अनाथ बालबालिका,बालबालिकाको विशेष संरक्षण र पुनर्स्थापना विशेष संरक्षणको आवश्यकता भएका बालबालिकाः देहायका बालबालिका विशेष संरक्षणको आवश्यकता भएका बालबालिका मानिनेछन्ः- अनाथ बालबालिका
"Except in the case of taking action under law by inquiring into any question that is raised regarding the character, conduct or behavior of any person, no person shall make any comments on the character of that person","कुनै व्यक्तिको चरित्र, आचरण वा व्यवहारको सम्बन्धमा कुनै प्रश्न उठेमा त्यस सम्बन्धमा छानबिन गरी कानून बमोजिम कारबाही गर्ने क्रममा बाहेक निजको चरित्रको सम्बन्धमा कसैले कुनै टिप्पणी गर्न हुँदैन","कुनै व्यक्तिको चरित्र, आचरण वा व्यवहारको सम्बन्धमा उठेको कुनै प्रश्न उपर कानून बमोजिम कारबाही चल्ने अवस्थामा बाहेक त्यस्तो व्यक्तिको चरित्रको सम्बन्धमा कुनै पनि व्यक्तिले कुनै टिप्पणी गर्नु हुँदैन"
"To carry out necessary activities in order to maintain harmony in the delivery of service at the Federation, Province and Local Level.","सङ्घ, प्रदेश र स्थानीय तहबाट हुने सेवा प्रवाहको विषयमा सामञ्जस्यता कायम गर्न आवश्यक कार्य गर्ने।","सङ्ग, प्रदेश र स्थानीय तहमा सेवा प्रवाहमा मेलमिलाप कायम गर्न आवश्यक काम कारबाही गर्ने।"
"Without obtaining approval of the Government of Nepal or the concerned Provincial Government or Local Level, providing such housing facility, obtaining loan by pledging and mortgaging in the bank, financial or other institution, selling, lending or giving on rent or lease or transferring ownership to other person or relinquishing the right in any manner from the housing provided under single, group or joint ownership of any person and family pursuant to sub- sections (2), and shall be forbidden","उपदफा (२), र बमोजिम कुनै व्यक्ति तथा परिवारको एकल, सामुहिक वा संयुक्त स्वामित्व रहने गरी उपलब्ध गराइएको आवास त्यस्तो आवास उपलब्ध गराउने सम्बन्धित नेपाल सरकार वा प्रदेश सरकार वा स्थानीय तहको स्वीकृति नलिई बेङ्ग, वित्तीय वा अन्य संस्थामा धितो बन्धक राखी क्रण लिन, बेचबिखन गर्न, भाडा वा लिजमा दिन वा अन्य व्यक्तिलाई स्वामित्व हस्तान्तरण गर्न वा अन्य कुनै प्रकारले हक छाड्न पाइने छैन","उपदफा बमोजिम कुनै व्यक्ति र परिवारको एकल, सामूहिक वा संयुक्त स्वामित्वमा रहेको आवासबाट कुनै किसिमले अधिकार त्याग्ने वा त्यस्तो आवास सुविधा उपलब्ध गराउने, बैङ्क, वित्तीय वा अन्य संस्थामा धितो वा मण्टेगेज गरी कर्जा लिने वा अन्य व्यक्तिलाई स्वामित्व हस्तान्तरण गर्ने वा त्यस्तो आवासको व्यवस्था गर्न नेपाल सरकार वा सम्बन्धित प्रदेश सरकार वा स्थानीय तहको स्वीकृति नलिई निषेध गरिनेछ"
"The Rastra Bank shall, before issuing a license pursuant to Sub-Section , ascertain the following matters:- That granting of a license for carrying out banking and financial transactions will result in development of healthy competition and effective financial intermediary transactions thereby the result in protection of interests of depositors, That it is capable of carrying out banking and financial transactions subject to this Act, Rules, Byelaws framed thereunder, Orders or Directives issued as well as Memorandum of Association and Articles of Association, That the documents and details submitted along with application pursuant to Section 33 for a license are sufficient and adequate physical infrastructures in place, That any official appointed or involved or to be appointed or to be included in the bank or financial institution is capable of carrying out banking and financial transactions","उपदफा बमोजिम इजाजतपत्र दिनु अघि राष्ट्र बैङ्कले देहायका कुराहरुको यकिन गर्नु पर्नेछ :- बैङ्किङ तथा वित्तीय कारोबार गर्न इजाजतपत्र दिँदा स्वस्थ प्रतिस्पर्धात्मक र वित्तीय मध्यस्थता सम्बन्धी कारोबार प्रभावकारी भई निक्षेपकर्ताको हित हुने, यो ऐन वा यस ऐन अन्तर्गत बनेको नियम, विनियम वा दिइएको आदेश वा निर्देशन तथा प्रबन्धपत्र र नियमावलीको अधीनमा रही बैङ्किङ तथा वित्तीय कारोबार सञ्चालन गर्न सक्षम रहेको, दफा ३३ बमोजिम इजाजतपत्रको लागि दिएको निवेदन साथ संलग्न विवरण तथा कागजात पूर्ण रहेको तथा पर्याप्त भौतिक पूर्वाधार भएको, बैङ्क वा वित्तीय संस्थामा नियुक्त वा संलग्न भएको वा नियुक्त गरिने वा संलग्न हुने कुनै पनि पदाधिकारी बैङ्ङग तथा वित्तीय कारोबार सञ्चालन गर्न सक्षम रहेको","उपदफा बमोजिम इजाजतपत्र दिनु अघि राष्ट्र बैङ्कले देहायका कुरा यकिन गर्नु पर्नेछ :- बैङ्किङ तथा वित्तीय कारोबार गर्ने इजाजतपत्र प्रदान गर्दा स्वस्थ प्रतिस्पर्धाको विकास र प्रभावकारी वित्तीय मध्यस्थ कारोबारमा र सोबाट निक्षेपकर्ताको हितको संरक्षणमा पर्नेछ, यो ऐन, नियम, विनियम, आदेश वा निर्देशन तथा प्रबन्धपत्र तथा नियमावलीको अधीनमा रही बैङ्किङ तथा वित्तीय कारोबार गर्न सक्षम हुनेछ, त्यस्तो कागजातको"
Office of the Auditor General: The Auditor General may as required establish offices in the Federation and Province for the functions to be performed by himself or herself,महालेखापरीक्षकको कार्यालयको संगठनात्मक संरचना र कर्मचारीको दरबन्दी महालेखापरीक्षकको सिफारिशमा नेपाल सरकारले स्वीकृत गरे बमोजिम हुनेछ,महालेखापरीक्षकको कार्यालय: महालेखापरीक्षकले आफू आफैंले सम्पादन गर्नु पर्ने कामको लागि आवश्यकता अनुसार सङ्घ र प्रदेशमा कार्यालय स्थापना गर्न सक्नेछ
An argument from the greater to the less.,ठूलो कुरालाई सही ठहर गर्दा सानो कुरा स्वत: सही ठहरिन्छ ।,ठूलो कुराबाट सानो तिरको तर्क ।
to provide storage or details of the goods remained with him or her when the concerned agency or official so demands,सम्बन्धित निकाय वा पदाधिकारीले माग गरेका बखत आफूसँग रहेको वस्तुको मौज्दात वा विवरण उपलब्ध गराउने,सम्बन्धित निकाय वा अधिकारीले माग गरेमा आफूसँग रहेको वस्तुको भण्डारण वा विवरण उपलब्ध गराउने
A common charge in a declaration of damage done by a dog to an individual or to another animal,कुनै कुकुरले व्यक्तिगत रुपमा वा कुनै जीवजन्तुमा पुर्याएको क्षतिको मुद्दामा ।,कुकुरले कुनै व्यक्ति वा अन्य पशुलाई गरेको हानि नोक्सानीको घोषणामा प्रचलित आरोप
It shall be deemed to constitute a quorum for a meeting of the Council if more than fifty percent of the total numbers of the Council are present at the meeting,परिषद्को कुल सदस्य संख्याको पचास प्रतिशतभन्दा बढी सदस्यहरु उपस्थित भएमा परिषद्को बैठकको लागि गणपुरक संख्या पुगेको मानिनेछ,परिषद्को बैठकमा परिषद्को कुल सङ्ख्याको पचास प्रतिशतभन्दा बढी सदस्य उपस्थित भएमा परिषद्को बैठकको लागि गणपूरक सङ्ख्या भएको मानिनेछ
The Employment Service Center shall remove the person who fails to perform the work assigned by the employer pursuant to sub-section from the list of the unemployed persons.,उपदफा बमोजिम रोजगारदाताले लगाएको काम नगर्ने व्यक्तिलाई रोजगार सेवा केन्द्रले बेरोजगारको सूचीबाट हटाउनु पर्नेछ।,उपदफा बमोजिम रोजगारदाताले तोकेको काम नगर्ने व्यक्तिलाई रोजगार सेवा केन्द्रले बेरोजगार व्यक्तिको सूचीबाट हटाउनेछ ।
"Provision of mutual legal assistance: Upon the completion of acts including the collection of evidence, document and taking of evidence relating to mutual legal assistance pursuant to this Chapter, the investigating authority, Court or concerned District Government Attorney Office must send the description thereof to the Central Authority","पारस्परिक कानूनी सहायता उपलब्ध गराउने: यस परिच्छेद बमोजिम पारस्परिक कानूनी सहायता सम्बन्धी कागज प्रमाण सङ्कलन गर्ने तथा प्रमाण बुझ्ने लगायतका कार्य समाप्त भएपछि सोको विवरण अनुसन्धान अधिकारी, अदालत वा सम्बन्धित जिल्ला सरकारी वकील कार्यालयले केन्द्रीय अधिकारी समक्ष पठाउनु पर्नेछ","पारस्परिक कानूनी सहायता प्रदान गर्ने : यस परिच्छेद बमोजिम पारस्परिक कानूनी सहायता सम्बन्धी प्रमाण सङ्कलन, कागजात र प्रमाण बुझ्ने काम समेत सम्पन्न भएपछि अनुसन्धान गर्ने अधिकारी, अदालत वा सम्बन्धित जिल्ला सरकारी वकीलले त्यसको विवरण केन्द्रीय अधिकारी समक्ष पठाउनु पर्नेछ"
"""Public office holder"" means a person who holds a post entitling him or her to exercise any public authority or obliging him or her to perform any duty or obligation pursuant to the Constitution, other prevailing law or any decision or order of the concerned body or authority, and this term also includes any incumbent official or employee holding any post in a public organization","“सार्वजनिक पद धारण गरेको व्यक्ति” भन्नाले संविधान, अन्य प्रचलित कानून वा सम्बन्धित निकाय वा अधिकारीको निर्णय वा आदेश बमोजिम कुनै सार्बजनिक अख्तियारी प्रयोग गर्न पाउने वा कुनै कर्तव्य पालन गर्नु पर्ने वा दायित्व निर्वाह गर्नु पर्ने पदमा बहाल रहेको व्यक्ति सम्झनु पर्छ र सो शब्दले सार्वजनिक संस्थाको कुनै पदमा बहाल रहेको पदाधिकारी वा कर्मचारी समेतलाई जनाउनेछ","“सार्वजनिक पद धारण गर्ने” भन्नाले संविधान, अन्य प्रचलित कानून वा सम्बन्धित निकाय वा अधिकारीको कुनै निर्णय वा आदेश बमोजिम कुनै सार्वजनिक अधिकारीको प्रयोग गर्न वा कुनै कर्तव्य वा दायित्व पूरा गर्न बाध्य गराउने पद धारण गर्ने व्यक्ति सम्झनु पर्छ र सो शब्दले सार्वजनिक संस्थामा कुनै पद धारण गर्ने अवस्थित अधिकारी वा कर्मचारीलाई समेत जनाउँछ"
To provide necessary counselling to the child and his or her family,जतिसुकै बिगो भएको वा जतिसुकै जरिबाना वा कैद हुन सक्नेमा बाल अदालतले,बालबालिका र निजको परिवारलाई आवश्यक परामर्श दिने
"Notwithstanding anything contained in sub-section (1), the Juvenile Court may issue an order to separate any child from his or her father or mother and entrust him or her to any guardian's custody for the best interests of the child, if necessary",उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि बालबालिकाको सर्वोत्तम हितको लागि आवश्यक भएमा बाल अदालतले कुनै बालबालिकालाई बाबु वा आमाबाट अलग गरी कुनै संरक्षकको जिम्मामा रहने आदेश दिन सक्नेछ,उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि बाल अदालतले आवश्यकता अनुसार कुनै बालबालिकालाई निजको बाबु वा आमाबाट छुट्याउन र निजको सर्वोत्तम हितको लागि निजलाई कुनै संरक्षकको जिम्मा लगाउन आदेश दिन सक्नेछ
Sub-committee or task force or expert group may be formed: The Council or Provincial Food Council may form a sub-committee or task force or expert group as necessary for the performance of its functions.,उपसमिति वा कार्यदल वा विज्ञ समूह गठन गर्न सक्ने: परिषद्‌ वा प्रदेश खाद्य परिषद्ले आफ्नो कार्य सञ्चालन गर्नका लागि आवश्यकता अनुसार उपसमिति वा कार्यदल-वा विज्ञ समूह गठन गर्न सक्नेछ ।,उपसमिति वा कार्यदल वा विशेषज्ञ समूह गठन गर्न सकिने : परिषद् वा प्रदेश खाद्य परिषद्ले आफ्नो कार्य सम्पादनको लागि आवश्यकता अनुसार उपसमिति वा कार्यदल वा विशेषज्ञ समूह गठन गर्न सक्नेछ ।
"The Commission, while making recommendation to the Government of Nepal and State for the Conditional Grant to be provided by the Government of Nepal to State and Local Level and by State to Local Level, in accordance with prevailing laws, shall take the subjects contained in the clause and sub-section of sub-article of Article 251 of the Constitution, as bases",नेपाल सरकारले प्रदेश तथा स्थानीय तहलाई र प्रदेशले स्थानीय तहलाई प्रचलित कानून बमोजिम उपलब्ध गराउने सशर्त अनुदानका सम्बन्धमा नेपाल सरकार तथा प्रदेशलाई सिफारिस गर्दा आयोगले संविधानको धारा २५१ को उपधारा (१)को खण्ड र उपदफा मा उल्लिखित विषयहरूलाई आधार लिई गर्न पर्नेछ,आयोगले नेपाल सरकारबाट प्रदेश र स्थानीय तह र प्रदेशबाट स्थानीय तहलाई प्रचलित कानून बमोजिम प्रदान गरिने शर्तो अनुदानको लागि नेपाल सरकार र प्रदेश समक्ष सिफारिस गर्दा संविधानको धारा २५१ को उपधारा को खण्ड र उपदफा मा उल्लिखित विषयलाई आधार मान्नेछ
From the greater to the lesser.,अधिकतम् देखि न्यूनतम्सम्म ।,ठूलोबाट सानोमा ।
"Inspection or monitoring shall be carried out accordingly if the prevailing law provides for monitoring and inspection, with respect to the inspection or inquiry pursuant to sub-section (1), and in other circumstances, the Ministry may form immediately an inspection or inquiry committee or designate any committee formed under this Act or the Inspection Officer to that effect",उपदफा बमोजिम निरीक्षण वा जाँचबुझ गर्ने सम्बन्धमा प्रचलित कानूनमा अनुगमन तथा निरीक्षणको व्यवस्था भएकोमा सोही बमोजिम र अन्य अवस्थामा मन्त्रालयले तत्काल निरीक्षण वा जाँचबुझ समिति गठन गर्न वा यस ऐन बमोजिम गठन भएको कुनै समितिलाई वा निरीक्षण अधिकृतलाई तोक्न सक्नेछ,उपदफा बमोजिमको निरीक्षण वा जाँचबुझको सम्बन्धमा प्रचलित कानूनले अनुगमन वा निरीक्षणको व्यवस्था गरेकोमा र अन्य अवस्थामा मन्त्रालयले तत्काल निरीक्षण वा जाँचबुझ समिति गठन गर्न वा यस ऐन बमोजिम गठन भएको कुनै समिति वा सो सम्बन्धमा निरीक्षण अधिकृत तोक्न सक्ने भएमा निरीक्षण वा अनुगमन गर्नु पर्नेछ
"If a complaint is made pursuant to sub-section (1), the manager shall make necessary inquiry into such a complaint within fifteen days, and if, on such inquiry, the content of the complaint appears to be reasonable, the manager shall make necessary reform or rectify the error.",उपदफा बमोजिम उजूरी परेमा व्यवस्थापकले पन्ध दिनभित्र त्यस्तो उजूरी उपर आवश्यक जाँचबुझ गर्नु पर्नेछ र त्यसरी जाँचबुझ गर्दा उजुरीको व्यहोरा मनासिब देखिएमा आवश्यक सुधार गर्न वा त्रुटी सच्याउनु पर्नेछ ।,उपदफा बमोजिम उजूरी भएमा व्यवस्थापकले त्यस्तो उजूरीको सम्बन्धमा पन्ध्र दिनभित्र आवश्यक जाँचबुझ गर्नेछ र त्यस्तो जाँचबुझ गर्दा उजूरी मनासिब देखिएमा व्यवस्थापकले आवश्यक सुधार वा त्रुटि सुधार गर्नु पर्नेछ ।
"Employees of the Council: The organizational structure of the Council shall be approved by the Ministry based on the Council’s workload, resources, means and financial conditions","परिषद्का कर्मचारीः परिषद्को कार्यभार, स्रोत, साधन र आर्थिक क्षमता समेतको आधारमा परिषद्को सङ्गठनात्मक संरचना मन्त्रालयले स्वीकृत गरेबमोजिम हुनेछ","परिषद्का कर्मचारीः परिषद्को कार्यभार, स्रोत, साधन र आर्थिक अवस्थाको आधारमा मन्त्रालयले परिषद्को सङ्गठनात्मक संरचनाको स्वीकृति दिनेछ"
An action given to creditors by which they could recover property fraudulently alienated by debtors to defeat their rights,सम्पत्ति लुकाउने ऋणीविरुद्ध साहुले चलाउने उजुरी ।,धितोवालाले आफ्नो हक हराउनको लागि धितोवालालाई जालसाजीपूर्वक छुट्याएको सम्पत्ति फिर्ता लिन सक्ने गरी दिइएको उजुरी
"“judicial document” means a plaint, petition of claim, petition or appeal filed in a court, and this term includes an order made by a court","“न्यायिक लिखत” भन्नाले अदालतमा दर्ता भएको फिरादपत्र, दावी पत्र, निवेदन वा पुनरावेदन सम्झनु पर्छ र सो शब्दले अदालतबाट जारी भएको आदेश समेतलाई जनाउँछ","“न्यायिक लिखत” भन्नाले अदालतमा दायर भएको उजुर, दाबीको निवेदन, निवेदन वा पुनरावेदन सम्झनु पर्छ र सो शब्दले अदालतबाट भएको आदेश समेतलाई जनाउँछ"
