source,reference,hypothesis
बिबिध मुद्दाको अनुसन्धान र दायरीः दफा ३३ बमोजिम सजाय हुने मुद्दाको अनुसन्धान परिषद्ले तोकेको परिषद्को अधिकृतले गर्नेछ र त्यस्तो अनुसन्धानको काम पूरा भएपछि सरकारी वकिलको राय लिई सम्बन्धित जिल्ला अदालतमा मुद्दा दायर गर्नेछ,"Miscellaneous Investigation and filling of case: An investigation of a case punishable under section 33 shall be carried out by an officer of the Council appointed by it and after the completion of such investigation, the case shall be filed with a corresponding district court on taking opinion of the government attorney","Investigation and filing of contentious case: The investigation of the case punishable under Section 33 shall be carried out by the officer of the Council as prescribed by the Council and after completion of the investigation, the case shall be filed in the concerned District Court with the opinion of the government attorney"
गलत तरिकाले दायित्व बोकाउनेलाई सजाय दिने उजुरी ।,An action to penalize someone who wrongfully compelled the plaintiff to assume obligation.,An action to impose punishment on a wrongful liability bearer.
पुनर्स्थापकीय न्याय: बाल न्याय सम्पादन गर्दा पुनर्स्थापकीय न्यायको मान्यता अनुकूल हुने गरी गर्नु पर्नेछ,"Restorative justice: While dispensing the juvenile justice, it shall be made in compliance with the principle of restorative justice","Juvenile justice: While performing juvenile justice, it shall be done in such a manner as to make the recognition of juvenile justice appropriate"
"अपाङ्गता भएका बालबालिकाको अधिकार : अपाङ्गता भएका बालबालिकालाई आफ्नो मान, प्रतिष्ठा सुनिश्चित गर्ने, आत्मनिर्भरता प्रवर्द्धन गर्ने, समाजमा सक्रिय रुपले सहभागी हुने तथा सम्मानजनक तवरले जीवन व्यतीत गर्ने अधिकार हुनेछ ।","Rights of children with disabilities: The children with disabilities shall have the right to ensure their dignity and honour, promote self-reliance, participate actively in the society and earn the living in a respectful manner.","Rights of the children with disabilities: The children with disabilities shall have the right to ensure their own respect, prestige, promote self-sufficiency, participate actively in society and lead life with respect."
"जसले खराव काम गर्छ, निजले आफूलाई अन्धकारमा राख्छ ।",One who does wrong hates the light.,One who deceives keeps himself in darkness.
"सार्वजनिक स्थलमा सिसिटिभि क्यामेरा जडान गर्ने सम्बन्धमा: कुनै पनि सार्वजनिक स्थलमा सिसिटिभि क्यामेरा जडान गर्न आवश्यक भएमा शौचालय, स्नान गृह वा कपडा फेर्ने कक्ष (चेञ्जिङ रुम) बाहेकका ठाउँमा त्यस्तो क्यामेरा जडान गर्न वा गराउन सकिनेछ","Relating to installing CCTV camera at public place: If it is necessary to install CCTV camera at any public place, such camera may be installed, or caused to be installed, at a place other than the toilet, bathroom or changing room","Regarding installation of CCTV camera in public place: If it is necessary to install CCTV camera in any public place, such camera may be installed or caused to be installed in the place other than toilet, bathroom or Changing Room"
"कोषले नेपाल सरकार वा नेपाल सरकारको स्वामित्व वा नियन्त्रणमा रहेको कुनै निकायद्वारा प्रवद्रिधत उर्जा उत्पादन र प्रशारण, कृषि विकास, पर्यटन र ठूला पूर्वाधार निर्माणको क्षेत्रमा शेयर लगानी गर्न सक्ने।","The Fund may make investment in the area of power generation and distribution, agriculture development, tourism and construction of larger infrastructures promoted by Government of Nepal or anybody having under the ownership or control of Government of Nepal.","The Fund may make share investment in the fields of energy generation and transmission, agricultural development, tourism and construction of large infrastructures in which the Government of Nepal or any body owned or controlled by the Government of Nepal is involved."
"उपदफा बमोजिम अनुसन्धान अधिकारी, सरकारी वकील वा बाल अदालतले बालबालिकालाई दिशान्तर गरेको जानकारी आफ्नो माथिल्लो निकाय र बाल अदालतलाई दिनु पर्नेछ","The investigating authority, government attorney or Juvenile Court shall give the information about the diversion of the child pursuant to sub-section to their respective higher office and Juvenile Court","The investigating authority, government attorney or Juvenile Court shall have to give information of diverting a child pursuant to sub-section to its higher authority and the Juvenile Court"
कारवाहीको शुरुवात ।,To commence an action.,The commencement of action.
उपदफा र बमोजिम राष्ट्र बैङ्खलाई प्राप्त हुने नगद जरिबाना सरकारी कोषमा दाखिला गर्नु पर्नेछ,The amount of a fine received in the form of cash by the Rastra Bank pursuant to Sub-Sections and shall be deposited to the Government fund,The cash fine to be received by the Rastra Bank pursuant to Sub-Sections and shall be deposited with the Government Fund
बालबालिकाको अहित हुने भनी बाल अदालतले रोक लगाएको अवस्थामा बाहेक बाबु वा आमा वा दुवैसँग भिन्न वा अलग बसेको बालबालिकालाई बाबु आमासँग व्यक्तिगत सम्बन्ध कायम राख वा नियमित रूपमा प्रत्यक्ष सम्पर्क वा भेटघाट गर्ने अधिकार हुनेछ,"Except for the condition where the Juvenile Court has made a restriction stating that it would be not in the interests of a child, the child living separately from the father or mother or both shall have the right to make direct contact or meet with the father or mother regularly","Except in cases where the Juvenile Court has ruled that it is in the interest of the child, the child who is different or stays separately with his or her father or mother or both shall have the right to maintain personal relationship with his or her parents or to make regular direct contact or meeting with them"
तोकिएको वा “तोकिए बमोजिम” भन्नाले यस ऐन अन्तर्गत बनेको नियममा तोकिएको वा तोकिए बमोजिम सम्झनु पर्छ ।,Prescribed or as prescribed means prescribed or as prescribed in the rules framed under this Act.,Prescribed or as prescribed means prescribed or as prescribed in the rules framed under this Act.
"उपदफा बमोजिम सिफारिस गर्दा आयोगले मुद्दा दायर गर्न सहयोग पुग्ने छानबिनको क्रममा सङ्कलन गरेको तथ्य, कागज तथा प्रमाणको प्रतिलिपि समेत सम्बन्धित निकायलाई उपलब्ध गराउन सक्नेछ","While making a recommendation pursuant to sub-section (1), the Commission shall make available the facts, documents and copies of evidences collected in course of investigation that will assist in the filing of the case, to the concerned agency","While making a recommendation pursuant to sub-section (1), the Commission may also provide the concerned agency with the facts, documents and copies of evidence collected in the course of inquiry that may assist in the filing of a case"
“सार्वजनिक शैक्षिक गुठी विद्यालय” भन्नाले मुनाफा नकमाउने उद्देश्यले सार्वजनिक शैक्षिक गुठी अन्तर्गत स्थापना वा सञ्चालन भएका कल्याणकारी विद्यालयलाई सम्झनु पर्छ,"""Public educational trust school"" means a welfare school established or operated under the public educational trust, with non-profit motive","""Public educational trust school"" means a welfare school established or operated under the public educational trust with the objective of not making profit"
विशेष समिति गठन गर्न सक्ने : परिषद्ले आफ्नो काम कारबाहीलाई व्यवस्थित गर्न आवश्यकता अनुसार विशेष समिति गठन गर्न सक्नेछु।,Special Committee may be Formed: The Council may form special committees as required to manage its function and activities.,May form special committee: The Council may form a special committee as necessary to manage its functions and activities.
उपदफा बमोजिम छुट्टा छुट्टै प्रमाणपत्रमा उल्लेख भएको जन्म मितिको अन्तर एक वर्ष भन्दा बढी देखिएमा वर्ष मात्र उल्लेख भएको प्रमाणपत्रको आधारमा उपदफा बमोजिम जन्म मिति कायम गरिनेछ,"If the difference between the dates of birth as mentioned in different certificates according to sub-salaryection is found to be more than one yea, the date of birth shall be determined on the basis of the certificate mentioning only year in accordance with sub-section","If the gap between the date of birth as mentioned in the separate certificate pursuant to sub-section is found to be more than one year, the date of birth shall be maintained pursuant to sub-section on the basis of the certificate as mentioned only in the year"
"सचिव, भूमि व्यवस्था सहकारी तथा गरिवी निवारण मन्त्रालय","Secretary, Ministry of Land Management, Cooperative and Poverty Alleviation","Secretary, Ministry of Land Management, Cooperative and Poverty Alleviation"
विशेष संरक्षणको आवश्यकता भएका बालबालिका: देहायका बालबालिका विशेष संरक्षणको आवश्यकता भएका बालबालिका मानिनेछन्‌ :- अनाथ बालबालिका,Special Protection and Rehabilitation of Children Children_in need_of special protection: The following children shall be deemed to be children in need of special protection: Orphan children,Children in need of special protection: The following children shall be deemed to be children in need of special protection: orphan children
"कुनै व्यक्तिको चरित्र, आचरण वा व्यवहारको सम्बन्धमा कुनै प्रश्न उठेमा त्यस सम्बन्धमा छानबिन गरी कानून बमोजिम कारबाही गर्ने क्रममा बाहेक निजको चरित्रको सम्बन्धमा कसैले कुनै टिप्पणी गर्न हुँदैन","Except in the case of taking action under law by inquiring into any question that is raised regarding the character, conduct or behavior of any person, no person shall make any comments on the character of that person","If any question arises with regard to the character, conduct or behaviour of any person, no one shall make any comments with regard to his or her character except in the course of investigation and taking legal action in relation to him or her"
"सङ्घ, प्रदेश र स्थानीय तहबाट हुने सेवा प्रवाहको विषयमा सामञ्जस्यता कायम गर्न आवश्यक कार्य गर्ने।","To carry out necessary activities in order to maintain harmony in the delivery of service at the Federation, Province and Local Level.","To do necessary acts to maintain consistency on the matters of service flow from Federation, Province and Local Level."
"उपदफा (२), र बमोजिम कुनै व्यक्ति तथा परिवारको एकल, सामुहिक वा संयुक्त स्वामित्व रहने गरी उपलब्ध गराइएको आवास त्यस्तो आवास उपलब्ध गराउने सम्बन्धित नेपाल सरकार वा प्रदेश सरकार वा स्थानीय तहको स्वीकृति नलिई बेङ्ग, वित्तीय वा अन्य संस्थामा धितो बन्धक राखी क्रण लिन, बेचबिखन गर्न, भाडा वा लिजमा दिन वा अन्य व्यक्तिलाई स्वामित्व हस्तान्तरण गर्न वा अन्य कुनै प्रकारले हक छाड्न पाइने छैन","Without obtaining approval of the Government of Nepal or the concerned Provincial Government or Local Level, providing such housing facility, obtaining loan by pledging and mortgaging in the bank, financial or other institution, selling, lending or giving on rent or lease or transferring ownership to other person or relinquishing the right in any manner from the housing provided under single, group or joint ownership of any person and family pursuant to sub- sections (2), and shall be forbidden","No one shall, without obtaining the approval of the concerned Government of Nepal or Provincial Government or Local Level for the provision of the housing provided under the single, collective or joint ownership of any person and family pursuant to sub-sections (2), and (2), take, sell, rent or lease the housing or transfer the ownership of such housing to any other person or give up the title in any other manner by mortgage or mortgage to any bank, financial or other institution"
"उपदफा बमोजिम इजाजतपत्र दिनु अघि राष्ट्र बैङ्कले देहायका कुराहरुको यकिन गर्नु पर्नेछ :- बैङ्किङ तथा वित्तीय कारोबार गर्न इजाजतपत्र दिँदा स्वस्थ प्रतिस्पर्धात्मक र वित्तीय मध्यस्थता सम्बन्धी कारोबार प्रभावकारी भई निक्षेपकर्ताको हित हुने, यो ऐन वा यस ऐन अन्तर्गत बनेको नियम, विनियम वा दिइएको आदेश वा निर्देशन तथा प्रबन्धपत्र र नियमावलीको अधीनमा रही बैङ्किङ तथा वित्तीय कारोबार सञ्चालन गर्न सक्षम रहेको, दफा ३३ बमोजिम इजाजतपत्रको लागि दिएको निवेदन साथ संलग्न विवरण तथा कागजात पूर्ण रहेको तथा पर्याप्त भौतिक पूर्वाधार भएको, बैङ्क वा वित्तीय संस्थामा नियुक्त वा संलग्न भएको वा नियुक्त गरिने वा संलग्न हुने कुनै पनि पदाधिकारी बैङ्ङग तथा वित्तीय कारोबार सञ्चालन गर्न सक्षम रहेको","The Rastra Bank shall, before issuing a license pursuant to Sub-Section , ascertain the following matters:- That granting of a license for carrying out banking and financial transactions will result in development of healthy competition and effective financial intermediary transactions thereby the result in protection of interests of depositors, That it is capable of carrying out banking and financial transactions subject to this Act, Rules, Byelaws framed thereunder, Orders or Directives issued as well as Memorandum of Association and Articles of Association, That the documents and details submitted along with application pursuant to Section 33 for a license are sufficient and adequate physical infrastructures in place, That any official appointed or involved or to be appointed or to be included in the bank or financial institution is capable of carrying out banking and financial transactions","The Rastra Bank shall, before issuing a license pursuant to Sub-Section, have to verify the following matters:- While issuing a license for carrying out banking and financial transactions, the transactions relating to healthy competition and financial arbitration shall be in the interests of the depositors in an effective manner, Whether or not it is capable of carrying out banking and financial transactions subject to this Act or the Rules, Byelaws framed under this Act or orders or directives issued and the Memorandum of Association and Articles of"
महालेखापरीक्षकको कार्यालयको संगठनात्मक संरचना र कर्मचारीको दरबन्दी महालेखापरीक्षकको सिफारिशमा नेपाल सरकारले स्वीकृत गरे बमोजिम हुनेछ,Office of the Auditor General: The Auditor General may as required establish offices in the Federation and Province for the functions to be performed by himself or herself,The organizational structure and appointment of employees of the Office of the Auditor General shall be as approved by the Government of Nepal on the recommendation of the Auditor General
ठूलो कुरालाई सही ठहर गर्दा सानो कुरा स्वत: सही ठहरिन्छ ।,An argument from the greater to the less.,"When the larger thing is right, the smaller thing is automatically right."
सम्बन्धित निकाय वा पदाधिकारीले माग गरेका बखत आफूसँग रहेको वस्तुको मौज्दात वा विवरण उपलब्ध गराउने,to provide storage or details of the goods remained with him or her when the concerned agency or official so demands,to provide the quantity or details of the goods with him or her at the time when the concerned agency or official so demands
कुनै कुकुरले व्यक्तिगत रुपमा वा कुनै जीवजन्तुमा पुर्याएको क्षतिको मुद्दामा ।,A common charge in a declaration of damage done by a dog to an individual or to another animal,In the case of the damage caused by a dog personally or to any animal.
परिषद्को कुल सदस्य संख्याको पचास प्रतिशतभन्दा बढी सदस्यहरु उपस्थित भएमा परिषद्को बैठकको लागि गणपुरक संख्या पुगेको मानिनेछ,It shall be deemed to constitute a quorum for a meeting of the Council if more than fifty percent of the total numbers of the Council are present at the meeting,"If more than fifty percent of the members of the Council are present, it shall be deemed to constitute a quorum for the meeting of the Council"
उपदफा बमोजिम रोजगारदाताले लगाएको काम नगर्ने व्यक्तिलाई रोजगार सेवा केन्द्रले बेरोजगारको सूचीबाट हटाउनु पर्नेछ।,The Employment Service Center shall remove the person who fails to perform the work assigned by the employer pursuant to sub-section from the list of the unemployed persons.,The Employment Service Center shall remove the person who does not perform the work assigned by the employer pursuant to sub-section from the list of the unemployed.
"पारस्परिक कानूनी सहायता उपलब्ध गराउने: यस परिच्छेद बमोजिम पारस्परिक कानूनी सहायता सम्बन्धी कागज प्रमाण सङ्कलन गर्ने तथा प्रमाण बुझ्ने लगायतका कार्य समाप्त भएपछि सोको विवरण अनुसन्धान अधिकारी, अदालत वा सम्बन्धित जिल्ला सरकारी वकील कार्यालयले केन्द्रीय अधिकारी समक्ष पठाउनु पर्नेछ","Provision of mutual legal assistance: Upon the completion of acts including the collection of evidence, document and taking of evidence relating to mutual legal assistance pursuant to this Chapter, the investigating authority, Court or concerned District Government Attorney Office must send the description thereof to the Central Authority","To provide mutual legal assistance: After completion of the acts including collecting documents and taking evidence relating to mutual legal assistance pursuant to this Chapter, the investigating authority, court or concerned District Government Attorney’s Office shall forward the details thereof to the Central Authority"
"“सार्वजनिक पद धारण गरेको व्यक्ति” भन्नाले संविधान, अन्य प्रचलित कानून वा सम्बन्धित निकाय वा अधिकारीको निर्णय वा आदेश बमोजिम कुनै सार्बजनिक अख्तियारी प्रयोग गर्न पाउने वा कुनै कर्तव्य पालन गर्नु पर्ने वा दायित्व निर्वाह गर्नु पर्ने पदमा बहाल रहेको व्यक्ति सम्झनु पर्छ र सो शब्दले सार्वजनिक संस्थाको कुनै पदमा बहाल रहेको पदाधिकारी वा कर्मचारी समेतलाई जनाउनेछ","""Public office holder"" means a person who holds a post entitling him or her to exercise any public authority or obliging him or her to perform any duty or obligation pursuant to the Constitution, other prevailing law or any decision or order of the concerned body or authority, and this term also includes any incumbent official or employee holding any post in a public organization","""Person holding public office"" means a person who is holding a post to exercise any public office or to perform any duty or to bear responsibility pursuant to the Constitution, other prevailing laws or the decision or order of the concerned body or official, and this term also includes an office bearer or employee of a public institution who is holding a post"
जतिसुकै बिगो भएको वा जतिसुकै जरिबाना वा कैद हुन सक्नेमा बाल अदालतले,To provide necessary counselling to the child and his or her family,"The Juvenile Court shall, if any offence has been committed or any fine or imprisonment may have been imposed"
उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि बालबालिकाको सर्वोत्तम हितको लागि आवश्यक भएमा बाल अदालतले कुनै बालबालिकालाई बाबु वा आमाबाट अलग गरी कुनै संरक्षकको जिम्मामा रहने आदेश दिन सक्नेछ,"Notwithstanding anything contained in sub-section (1), the Juvenile Court may issue an order to separate any child from his or her father or mother and entrust him or her to any guardian's custody for the best interests of the child, if necessary","Notwithstanding anything contained in sub-section , if it is necessary for the best interests of the child, the Juvenile Court may give order to any child to remain under the custody of any guardian by separating him or her from his or her father or mother"
उपसमिति वा कार्यदल वा विज्ञ समूह गठन गर्न सक्ने: परिषद्‌ वा प्रदेश खाद्य परिषद्ले आफ्नो कार्य सञ्चालन गर्नका लागि आवश्यकता अनुसार उपसमिति वा कार्यदल-वा विज्ञ समूह गठन गर्न सक्नेछ ।,Sub-committee or task force or expert group may be formed: The Council or Provincial Food Council may form a sub-committee or task force or expert group as necessary for the performance of its functions.,"May form sub-committee or task force or expert group: The Council or Provincial Food Council may form a sub-committee or task force or expert group, as required, in order to perform its functions."
नेपाल सरकारले प्रदेश तथा स्थानीय तहलाई र प्रदेशले स्थानीय तहलाई प्रचलित कानून बमोजिम उपलब्ध गराउने सशर्त अनुदानका सम्बन्धमा नेपाल सरकार तथा प्रदेशलाई सिफारिस गर्दा आयोगले संविधानको धारा २५१ को उपधारा (१)को खण्ड र उपदफा मा उल्लिखित विषयहरूलाई आधार लिई गर्न पर्नेछ,"The Commission, while making recommendation to the Government of Nepal and State for the Conditional Grant to be provided by the Government of Nepal to State and Local Level and by State to Local Level, in accordance with prevailing laws, shall take the subjects contained in the clause and sub-section of sub-article of Article 251 of the Constitution, as bases","The Commission shall, while making recommendation to the Government of Nepal and Province with regard to the conditional grant to be made available by the Government of Nepal to the Province and Local Level and by the Province to the Local Level in accordance with the prevailing law, take into consideration the matters referred to in clauses and sub-sections of sub-article (1) of Article 251 of the Constitution"
अधिकतम् देखि न्यूनतम्सम्म ।,From the greater to the lesser.,From the maximum to the minimum.
उपदफा बमोजिम निरीक्षण वा जाँचबुझ गर्ने सम्बन्धमा प्रचलित कानूनमा अनुगमन तथा निरीक्षणको व्यवस्था भएकोमा सोही बमोजिम र अन्य अवस्थामा मन्त्रालयले तत्काल निरीक्षण वा जाँचबुझ समिति गठन गर्न वा यस ऐन बमोजिम गठन भएको कुनै समितिलाई वा निरीक्षण अधिकृतलाई तोक्न सक्नेछ,"Inspection or monitoring shall be carried out accordingly if the prevailing law provides for monitoring and inspection, with respect to the inspection or inquiry pursuant to sub-section (1), and in other circumstances, the Ministry may form immediately an inspection or inquiry committee or designate any committee formed under this Act or the Inspection Officer to that effect","In cases where monitoring and inspection is provided for in the prevailing law with regard to carrying out inspection or inquiry pursuant to sub-section (1), the Ministry may immediately form an inspection or inquiry committee or designate any committee formed pursuant to this Act or the Inspection Officer"
उपदफा बमोजिम उजूरी परेमा व्यवस्थापकले पन्ध दिनभित्र त्यस्तो उजूरी उपर आवश्यक जाँचबुझ गर्नु पर्नेछ र त्यसरी जाँचबुझ गर्दा उजुरीको व्यहोरा मनासिब देखिएमा आवश्यक सुधार गर्न वा त्रुटी सच्याउनु पर्नेछ ।,"If a complaint is made pursuant to sub-section (1), the manager shall make necessary inquiry into such a complaint within fifteen days, and if, on such inquiry, the content of the complaint appears to be reasonable, the manager shall make necessary reform or rectify the error.","If a complaint is made pursuant to sub-section (1), the manager shall have to make necessary inquiry into such a complaint within fifteen days, and if the complaint is found to have been reasonable in making such inquiry, the manager shall have to make necessary improvement or correct the error."
"परिषद्का कर्मचारीः परिषद्को कार्यभार, स्रोत, साधन र आर्थिक क्षमता समेतको आधारमा परिषद्को सङ्गठनात्मक संरचना मन्त्रालयले स्वीकृत गरेबमोजिम हुनेछ","Employees of the Council: The organizational structure of the Council shall be approved by the Ministry based on the Council’s workload, resources, means and financial conditions","Employees of the Council: The organizational structure of the Council shall be as approved by the Ministry, on the basis of the workload, resources, means and economic capacity of the Council"
सम्पत्ति लुकाउने ऋणीविरुद्ध साहुले चलाउने उजुरी ।,An action given to creditors by which they could recover property fraudulently alienated by debtors to defeat their rights,An action brought by a creditor against a tenant who concealed the property.
"“न्यायिक लिखत” भन्नाले अदालतमा दर्ता भएको फिरादपत्र, दावी पत्र, निवेदन वा पुनरावेदन सम्झनु पर्छ र सो शब्दले अदालतबाट जारी भएको आदेश समेतलाई जनाउँछ","“judicial document” means a plaint, petition of claim, petition or appeal filed in a court, and this term includes an order made by a court","“Judicial document” means a petition, claim, petition or appeal filed in the court, and this term also includes an order issued by the court"
बैङ्क वा वित्तीय संस्थासँग सम्बन्धित कुनै पनि किसिमको लिखतमा आय टिकट दस्तुर लाग्ने छैन,No revenue stamp fee shall be charged on any kind of deeds or documents related with the bank or financial institution,No Income Ticket charge shall be levied on any type of deed related to a bank or financial institution
तर सार्वजनिक रूपमा गरिएको भाषण वा वक्तव्यको हकमा यस उपदफाको व्यवस्था लागू हुने छैन,"Provided that in the case of a speech or statement made publicly, the provision of this sub-section shall not be applicable","Provided that, the provision of this sub-section shall not apply to public speech or statement"
"यस परिच्छेद बमोजिम कुनै बैङ्क वा वित्तीय संस्थाले तयार पार्नु पर्ने वासलात र नाफा-नोक्सान हिसाबको ढाँचा, विषयवस्तु, प्रमाणित गर्नु पर्ने तरिका र सार्वजनिक गराउनु पर्ने विवरण समेत राष्ट्र बैङ्कले तोके वा निर्देशन दिए बमोजिम हुनेछ","The format, contents, methods of certification and details of the matters to be made public in the balance-sheet and profit and loss accounts to be prepared by a bank or financial institutions pursuant to this Chapter shall be as prescribed or directed by the Rastra Bank","The format, contents, method of certifying and details to be made public of the balance-sheet and profit and loss account to be prepared by any bank or financial institution pursuant to this Chapter shall also be as prescribed or directed by the Rastra Bank"
"वस्तु वा सेवाको वास्तविक गुणस्तर, परिमाण, मूल्य, नापतौल, ढाँचा वा बनावट आदि ढाँटी, लुकाई, छिपाई वा झुक्याई त्यस्तो वस्तु वा सेवा बिक्री वा प्रदान गर्ने","selling or providing the goods or services by lying concealing, hiding or misleading the actual quality, quantity, price, measurement, format or composition etc of such goods or services","selling or providing such goods or services by concealing, hiding, concealing or deceiving the actual quality, quantity, price, measuring scale, format or design of the goods or services"
परम्परा वा नजिरमा आधारित उजुरी ।,Action based on custom or precedent.,An action based on tradition or precedent.
तोकिए बमोजिमको अन्य काम गर्ने,To perform such other functions as may be prescribed,to perform such other functions as prescribed
लिक्विडेटरले यस परिच्छेद बमोजिम कुनै अधिकार प्रयोग गर्दा वा कर्तव्य पालना गर्दा कुनै बाधा उत्पन्न हुन आएमा सोको फुकुवा गर्नका लागि निजले अदालतमा निवेदन दिन सक्नेछ,"If any difficulty arises in the course of exercising any power or discharging any duty by a Liquidator under this chapter, he/she may file an application to the court to remove such difficulty","If any obstruction arises in the exercise of any right or in the performance of any duty pursuant to this Chapter, the Liquidator may file an application to the court for the release of such obstruction"
"प्राकृतिक, भौतिक तथा वित्तीय स्रोतको दिगो व्यवस्थापन र लाभको न्यायोचित वितरण।","Sustainable management of natural, physical and fiscal resources and rational distribution of benefits.","Sustainable management of natural, physical and financial resources and just distribution of profits."
उपदफा बमोजिम संसदीय सुनुवाईको लागि पठाईएकोमा संसदीय सुनुवाई भई व्यवस्थापिका-संसद सचिवालयबाट सर्वोच्च अदालतको न्यायाधीशको पदमा नियुक्तिको लागि योग्य ठहरिएको भनी लेखी आएको वा त्यस्तो सुनुवाई सम्बन्धी निर्णय हुन नसकेको अवस्थामा प्रचलित कानून बमोजिम नियुक्तिको लागि बाधा नपर्ने अवस्थामा सर्वोच्च अदालतको न्यायाधीशको पदमा नियुक्तिको लागि सिफारिस गरेको व्यक्तिलाई न्याय परिषदको सचिवले नियुक्तिको लागि राष्ट्रपति समक्ष पेश गर्न राष्ट्रपतिको कार्यालयमा पठाउनु पर्नेछ,"In case of sending for parliamentary hearing in accordance with Sub- Section, if the letter sent by the Secretariat of Legislature-Parliament stating that the person is qualified for the appointment in the post of Justice of Supreme Court or in the situation that it is not any obstacle to make appointment as per the prevailing laws due to failure to make decision in respect of parliamentary hearing, the Secretary of Judicial Council shall send to the person recommended for the appointment in the post of Justice of Supreme Court to the Office of the President to submit before the President for appointment",The Secretary of Judicial Council shall send the person recommended for appointment to the post of Judge of Supreme Court to the office of the President for appointment to the person recommended for appointment to the post of Judge of Supreme Court in case it is not obstructed for appointment pursuant to prevailing law in case it has been written from the Secretariat of the Legislature-Parliament that he/she has been qualified for appointment to the post of Judge of Supreme Court after the parliamentary hearing pursuant to Sub-Section or in case it has not been possible to make decision
"सूर्तिजन्य पदार्थको उत्पादन तथा निकासी र पैठारी गर्ने व्यक्ति ऐनको दफा द को उपदफा बमोजिम अफूले निकासी तथा पैठारी गरेको सूर्तिजन्य पदार्थको देहाय बमोजिमको विवरण प्रत्येक वर्षको श्रावण मसान्त भित्र मन्त्रालय समक्ष पेश गर्नुपर्नेछ :- उत्पादन गरेको परिमाण र उत्पादित स्थान, निकासी गरेको परिमाण र निकासी स्थान, पैठारी गरेको परिमाण र पैठारी स्थान, राजस्व बुझाएको विवरण",Prohibition to smoke or consume tobacco in public places: No person shall be allowed to smoke or consume tobacco in public places,"The following details of the sulphur-based substances exported and imported by the Government of Nepal pursuant to sub-section of Section 3 of the Persons Who Produce, Export and Import Sulphur-based Substances Act shall be submitted to the Ministry within the end of August of each year:- The quantity produced and the place produced, The quantity exported and the place of export, The quantity imported and the place of import, Details of revenues paid"
कोषले उपयुक्त ठहन्याएको क्षेत्रमा पर्यास घितो वा जमानत लिई लगानी गर्ने।,"To make investment in such areas as the Fund considers appropriate, against adequate security or guarantee.",To make investment by obtaining adequate collateral or guarantee in such area as the Fund deems appropriate.
कानूनको विवेक सिध आउने कुनै पनि कुरा लाई कानूनमा रहे सरह नै निर्णय गर्न सकिन्छ ।,Whatever comes within the reason of the law is adjudged to be within the law itself.,Any thing which is reasonable in law is decided as if it were in law.
यो ऐन तुरुन्त प्रारम्भ हुनेछ ।,” It shall commence immediately.,This Act shall come into force immediately.
"महानिर्देशक, विभाग","Director General, Department","Director General, Department"
उपदफा बमोजिमको शिक्षा प्रदान गर्न त्यस्तो समुदायले माध्यमिक तहसम्मको शिक्षा भए छुट्टै विद्यालय वा शिक्षण संस्था स्थापना तथा सञ्चालन गर्न सक्नेछ,"In the case of the education up to secondary level, such community may establish and operate separate school or teaching institute in order to provide education referred to in sub-section","In order to provide education pursuant to sub-section (1), such community may, if it has education up to the secondary level, establish and operate separate schools or teaching institutes"
उपदफा सँग सम्बन्धित विषयमा आयोगलाई अन्य कुनै माध्यमबाट जानकारी प्राप्त हुन आएमा आयोगले त्यस्तो जानकारी लिपिबद्ध गरी उपदफा बमोजिम दर्ता किताबमा दर्ता गर्नु पर्नेछ ।,"In case where the Commission receives information regarding matters pursuant to sub-section (1), through any other sources, the Commission shall have to record such information and register it within a register book pursuant to sub-section (2).","In cases where the Commission receives information from any other means on matters related to sub-section (1), the Commission shall record such information and register it in a register book pursuant to sub-section (1)."
