source,reference,hypothesis
They admire most that of which they know the least.,"जसलाई जुन विषयमा कम जानकारी छ, त्यही विषयमा बढी तारिफ गर्दछन् ।",धेरैजसो मानिसले आफूलाई सबैभन्दा कम थाहा भएको कुराको कदर गर्दछन् ।
"financial and business condition of the producer, importer, hoarder, seller and service provider","उत्पादकर्ता, पैठारीकर्ता, सञ्चयकर्ता, बिक्रेता एवं सेवा प्रदायकको आर्थिक तथा व्यवसायको स्थिति","उत्पादक, आयातकर्ता, सञ्चयकर्ता, बिक्रेता र सेवा प्रदायकको आर्थिक तथा व्यावसायिक अवस्था"
Right to equal access to public services,सार्वजनिक सेवामा समान पहुँचको अधिकार,सार्वजनिक सेवामा समान पहुँचको अधिकार
Issuance of a passport: The body to which the application is submitted for passport shall issue the passport maintaining the record thereof,राहदानीको वितरणः राहदानीको लागि जुन निकायमा निवेदन दिएको छ सोही निकायले अभिलेख राखी राहदानी वितरण गर्नेछ,राहदानी जारी गर्ने : राहदानीको लागि निवेदन दिएको निकायले राहदानीको अभिलेख राखेर राहदानी जारी गर्नु पर्नेछ
"For the transactions terminated pursuant to Sub-Section , no any type of additional amount and compensation may be claimed other than the due amount to be paid or liability to be borne by the bank or financial institution till the date of the termination of the transaction",उपदफा बमोजिम अन्त्य भएका कुनै पनि काम कारोबार बापत त्यस्तो कारोबार अन्त्य गरिएको दिन सम्मको बैङ् वा वित्तीय संस्थाले तिर्नु बुझाउनु वा बहन गर्नु पर्ने दायित्व बाहेक अन्य कुनै पनि किसिमको थप रकम तथा क्षतिपूर्ति दाबी गर्न पाइने छैन,उपदफा बमोजिम खारेज भएको कारोबारको लागि बैङ्क वा वित्तीय संस्थाले कारोबार खारेज भएको मितिसम्म तिर्न बाँकी रकम वा दायित्व बाहेक अन्य कुनै किसिमको थप रकम र क्षतिपूर्ति माग गर्न सकिने छैन
"As you behave others, expect the same from others.",आफूले जस्तै व्यवहार अरुसँग गर्छ अरूबाट त्यस्तै गर्नुपर्छ भन्ने अपेक्षा राख्छ ।,"जसरी तिमी अरुसँग व्यवहार गर्छौ, त्यस्तै व्यवहार अरुबाट पनि अपेक्षा गर ।"
Provision relating to trial: The Juvenile Court shall try the case in a child friendly environment by taking into consideration the age and maturity of the child,सुनुवाइ सम्बन्धी व्यवस्थाः बाल अदालतले बालबालिकाको उमेर र निजको परिपक्वता समेतलाई विचार गरी बालमैत्री वातावरणमा मुद्दाको सुनुवाइ गर्नुपर्नेछ,मुद्दा चलाउने सम्बन्धी व्यवस्था: बाल अदालतले बालबालिकाको उमेर र परिपक्वतालाई ध्यानमा राखी बालमैत्री वातावरणमा मुद्दा चलाउनेछ
"Water and land are inseparable. With the sale of land, the water which covers it.",पानी र जमिन अलग्गै हुँदैनन् । जमिनको बिक्रीसँगै जमिनलाई ढाक्ने पानी पनि हस्तान्तरण हुन्छ ।,पानी र जमिन अविभाज्य हुन्छन् । जमिनको बिक्री गर्दा जमिनलाई ढाकेको पानी ।
"To have effective representation of the persons with disabilities in international, national, province and local level mechanisms related to sports.","खेलकूदसँग सम्बन्धित अन्तर्राष्ट्रिय, राष्ट्रिय, प्रदेश तथा स्थानीयस्तरका संयन्त्रमा अपाङ्गता भएका व्यक्तिलाई प्रभावकारी रूपमा प्रतिनिधित्व गराउने।","खेलकुद सम्बन्धी अन्तर्राष्ट्रिय, राष्ट्रिय, प्रदेश तथा स्थानीय तहका संयन्त्रमा अपाङ्गता भएका व्यक्तिको प्रभावकारी प्रतिनिधित्व गर्ने।"
List of essential food and other goods and service: The Government of Nepal shall determine the list of essential food and other goods or services by a notification in the Nepal Gazette from time to time,अत्यावश्यक खा तथा अन्य वस्तु र सेवाको सूचीः नेपाल सरकारले नेपाल राजपत्रमा सूचना प्रकाशन गरी समय समयमा अत्यावश्यक खाद्य तथा अन्य वस्तु वा सेवाको सूची निर्धारण गर्नेछ,अत्यावश्यक खाद्य तथा अन्य वस्तु तथा सेवाको सूची: नेपाल सरकारले नेपाल राजपत्रमा समय समयमा सूचना प्रकाशन गरी अत्यावश्यक खाद्य तथा अन्य वस्तु वा सेवाको सूची निर्धारण गर्नेछ
The designated authority on receipt of the application pursuant to Sub- section shall conduct an enquiry with witnesses as necessary and together with evidences obtained from such person shall make the due correction and may grant another citizenship certificate after withdrawing the citizenship certificate awarded previously,उपदफा बमोजिम निवेदन परेपछि सम्बन्धित अधिकारीले निजसँग भएको सबुद प्रमाण र आवश्यकता अनुसार साक्षी सर्जमिन समेत बुझी त्यस्तो विवरण सच्याई पहिले लिएको नागरिकताको प्रमाणपत्र खिची अर्को नागरिकताको प्रमाणपत्र दिन सक्नेछ,उपदफा बमोजिमको निवेदन प्राप्त भएपछि तोकिएको अधिकारीले आवश्यकतानुसार साक्षीसँग जाँचबुझ गरी त्यस्तो व्यक्तिबाट प्राप्त प्रमाणसँग मिलेर उचित सुधार गर्नेछ र यसअघिको नागरिकताको प्रमाणपत्र फिर्ता लिएपछि अर्को नागरिकताको प्रमाणपत्र दिन सक्नेछ
"While investigating the petition filed pursuant to sub-section, if the details of the petition seem to be reasonable, the complaint hearing authority shall give an order to the concerned manager to revoke or correct such a decision",उपदफा बमोजिम परेको निवेदन छानविन गर्दा निवेदनको व्यहोरा मनासिव देखेमा उजूरी सुन्ने अधिकारीले त्यस्तो निर्णय बदर गर्न वा सच्याउन सम्बन्धित व्यवस्थापकलाई आदेश दिनेछ,उपदफा बमोजिम दायर गरिएको निवेदनको छानबिन गर्दा निवेदनको विवरण जायज देखिएमा उजुरी सुन्ने अधिकारीले त्यस्तो निर्णय खारेज वा सच्याउन सम्बन्धित व्यवस्थापकलाई आदेश दिनु पर्नेछ
"While inviting applications from the general public for subscription of its shares, a bank or financial institution shall demand payment of hundred percent amount of the face value of its shares along with application",बैङ्क वा वित्तीय संस्थाको शेयर खरिदको लागि सर्वसाधारणबाट दरखास्त आहृवान गर्दा शेयरको अंकित मूल्यको शत प्रतिशत रकम दरखास्त साथ माग गर्नु पर्नेछ,बैङ्क वा वित्तीय संस्थाले सर्वसाधारणबाट आफ्नो शेयरको सदस्यताका लागि निवेदन आह्वान गर्दा आफ्नो शेयरको नाममात्र मूल्यको एक सय प्रतिशत रकम निवेदनसँगै तिर्न माग गर्नु पर्नेछ
"Comprehensive emergency obstetric care means blood transmission and surgery service, in addition to basic emergency obstetric care mentioned in clause",“बृहत आकस्मिक प्रसूति सेवा भन्नाले खण्ड मा उल्लिखित आधारभूत आकस्मिक प्रसूति सेवाको अतिरिक्त रक्त सञ्चार र शल्य चिकित्सा सेवा समेत सम्झनु पर्छ,व्यापक आकस्मिक प्रसूति सेवा भन्नाले खण्ड बमोजिमको आधारभूत आकस्मिक प्रसूति सेवाको अतिरिक्त रगत सार्ने र शल्यक्रिया सेवा सम्झनु पर्छ
to provide details of the goods relating to the imported goods when so demanded by the concerned agency or official,सम्बन्धित निकाय वा अधिकारीले माग गरेको बखत पैठारी गरिएको वस्तु सम्बन्धी वस्तुको विवरण उपलब्ध गराउने,सम्बन्धित निकाय वा अधिकारीले माग गरेमा आयातित वस्तु सम्बन्धी वस्तुको विवरण दिन सक्ने
"After the formation of another Council pursuant to sub-section (3), the funds and assets taken over by the Government of Nepal pursuant to sub- section shall be transferred to that Council",उपदफा बमोजिम अर्को परिषद्‌ गठन भएपछि उपदफा बमोजिम नेपाल सरकारले आफ्नो जिम्मामा राखेको कोष र सम्पत्ति सो परिषद्लाई हस्तान्तरण गर्नेछ,उपदफा बमोजिम अर्को परिषद् गठन भएपछि उपदफा बमोजिम नेपाल सरकारले कब्जा गरेको कोष तथा सम्पत्ति सो परिषद्मा हस्तान्तरण गरिनेछ
"Notwithstanding anything contained in Clause of Sub-Section , an official or employee of a bank or financial institution may work as a Director of a subsidiary company of the same bank or financial institution",उपदफा को खण्ड मा जुनसुकै कुरा लेखिएको भए तापनि बैङ्क वा वित्तीय संस्थाको पदाधिकारी वा कर्मचारीले सोही बैङ्क वा वित्तीय संस्थाको सहायक कम्पनीको सञ्चालक भई काम गर्न सक्नेछ,उपदफा को खण्डमा जुनसुकै कुरा लेखिएको भए तापनि बैङ्क वा वित्तीय संस्थाको पदाधिकारी वा कर्मचारीले सोही बैङ्क वा वित्तीय संस्थाको सहायक कम्पनीको सञ्चालक भई काम गर्न सक्नेछ
Other provisions relating to providing educational materials shall be as prescribed,शैक्षिक सामग्री प्रदान गर्ने सम्बन्धी अन्य व्यवस्था तोकिए बमोजिम हुनेछ,शैक्षिक सामग्री उपलब्ध गराउने सम्बन्धी अन्य व्यवस्था तोकिए बमोजिम हुनेछ
"Not to get contraceptives used forcefully: It is forbidden to get the contraceptives used by coercing any one, or threatening or enticing or tempting or without obtaining consent of such person",बलपूर्वक गर्भ निरोधका साधन प्रयोग गराउन नहुने: कसैलाई करकाप गरी वा धम्की दिई वा ललाई फकाई वा प्रलोभनमा पारी वा मञ्जुरी नलिई बलपूर्वक गर्भ निरोधका साधन प्रयोग गराउनु हुँदैन,गर्भनिरोधक दस्तुर बलपूर्वक प्रयोग गर्न नहुने: कसैलाई जबरजस्ती वा धम्की दिई वा लुकाई वा लुकाई वा त्यस्तो व्यक्तिको सहमति नलिई गर्भनिरोधक दस्तुर प्रयोग गर्न हुँदैन
"The Government of Nepal shall provide financial assistance as prescribed for the development of physical infrastructures and other services, facilities of the schools that operate special education programs for the students with disabilities.",नेपाल सरकारले अपाङ्गता भएका विद्यार्थीका लागि विशेष शिक्षा कार्यक्रम सञ्चालन गरेका विद्यालयको भौतिक पूर्वाधार तथा अन्य सेवा सुविधाको विकासको लागि तोकिए बमोजिम आर्थिक सहयोग उपलब्ध गराउनेछ ।,नेपाल सरकारले अपाङ्गता भएका विद्यार्थीलाई विशेष शिक्षा कार्यक्रम सञ्चालन गर्ने विद्यालयको भौतिक पूर्वाधार तथा अन्य सेवा सुविधाको विकासका लागि तोकिए बमोजिमको आर्थिक सहायता उपलब्ध गराउनेछ ।
"“Barriers created from the existing social and physical environment” means barriers created from psycho-social, technologies, nature and man-made environment, attitude related, service systems and policies.","स्पष्टीकरण : “शारीरिक अङ्गहरूको बनौट र कार्य” भन्नाले शरीर सञ्चालन सम्बन्धी, दृष्टि सम्बन्धी, स्वर र सुनाइ सम्बन्धी, मानसिक, मांसपेशी र स्नायु सम्बन्धी र अन्य प्रणालीका अङ्ग र कार्यलाई जनाउँछ ।","वर्तमान सामाजिक तथा भौतिक वातावरणबाट उत्पन्न अवरोध भन्नाले मनोसामाजिक, प्रविधि, प्रकृति र मानव निर्मित वातावरण, मनोवृत्ति सम्बन्धी, सेवा प्रणाली र नीतिबाट उत्पन्न अवरोध सम्झनु पर्छ।"
From the true owner.,वास्तविक धनीबाट ।,वास्तविक मालिकबाट ।
It shall be the duty of the concerned health institution to comply with the directives received pursuant to sub-section,उपदफा बमोजिम प्राप्त निर्देशनको पालना गर्नु सम्बन्धित स्वास्थ्य संस्थाको कर्तव्य हुनेछ,उपदफा बमोजिम प्राप्त निर्देशन पालना गर्नु सम्बन्धित स्वास्थ्य संस्थाको कर्तव्य हुनेछ
Those things which have been introduced contrary to the reason of the law oughts not to be drawn into precedent.,कानूनको विवेक प्रतिकूल हुने गरी लागू गरिएका विषय नजिरको रुपमा कायम हुँदैन ।,कानूनको कारण विपरीत पेश गरिएका कुरालाई पूर्वाधारमा खिच्नु हुँदैन ।
The seniormost official of the Commission shall act as the Secretary of the Commission until the appointment of such official,त्यस्तो कर्मचारी नियुक्त नभएसम्म आयोगको वरिष्ठतम्‌ कर्मचारीले आयोगको सचिव भई काम गर्नेछ,आयोगको वरिष्ठतम पदाधिकारीले त्यस्तो पदाधिकारी नियुक्ति नभएसम्म आयोगको सचिवको हैसियतले काम गर्नेछ
"Power to frame Directives or Procedures: The Commission may, subject to this Act or rules framed under this Act, issue directives or procedures to conduct or cause to conduct the smooth operation of its functions",निर्देशिका वा कार्यविधि बनाउने अधिकार: आयोगबाट सम्पादन हुने काम सुचारू रूपले सञ्चालन गर्न वा गराउनको लागि आयोगले यो ऐन तथा यस ऐन अन्तर्गत बनेको नियमको अधीनमा रही आवश्यक निर्देशिका वा कार्यविधि बनाउन सक्नेछ,निर्देशिका वा कार्यविधि बनाउने अधिकार : आयोगले यस ऐन वा यस ऐन अन्तर्गत बनेको नियमको अधीनमा रही आफ्नो काम कारबाहीको निर्देशन वा कार्यविधि जारी गर्न वा त्यसको सुचारु सञ्चालन गराउन सक्नेछ
"selling without fulfilling the structure, measurement or standard if any, prescribed for selling or providing any goods or service","कुनै वस्तु वा सेवा बिक्री वा प्रदान गर्न कुनै संरचना, मानक वा मापदण्ड तोकिएकोमा त्यस्तो संरचना, मानक वा मापदण्ड पूरा नगरी बिक्री गर्ने","कुनै वस्तु वा सेवा बिक्री वा उपलब्ध गराउन तोकिए बमोजिमको संरचना, मापन वा मापदण्ड पूरा नगरी बिक्री गर्ने"
"Definition: Unless the subject or the context otherwise requires, in this Act, Housing means building, house, part of it or such permanent or temporary, partial or full structure constructed for the residential purpose","परिभाषा: विषय वा प्रसङ्गले अर्को अर्थ नलागेमा यस ऐनमा, आवास भन्नाले आवासीय प्रयोजनको लागि निर्माण गरिएको भवन, घर, सोको अंश वा यस्तै स्थायी वा अस्थायी आंशिक वा पूर्ण संरचना सम्झनु पर्छ","परिभाषा: विषय वा प्रसङ्गले अर्को अर्थ नलागेमा यस ऐनमा आवास भन्नाले आवासीय प्रयोजनको लागि बनेको भवन, घर, त्यसमध्ये केही भाग वा त्यस्तो स्थायी वा अस्थायी, आंशिक वा पूर्ण संरचना सम्झनु पर्छ"
"The Juvenile Court may monitor and inspect the child reform homes established within its territorial jurisdiction, issue necessary directives to such child reform homes and order such child reform homes to submit reports on the condition of reform of the children kept in such homes","बाल अदालतले आफ्नो प्रादेशिक क्षेत्राधिकारभित्र स्थापना भएका बाल सुधार गृहको अनुगमन तथा निरीक्षण गर्न, त्यस्तो बाल सुधार गृहलाई आवश्यक निर्देशन दिन र बाल सुधार गृहमा रहेका बालबालिकाको सुधारको स्थितिका सम्बन्धमा त्यस्तो बाल सुधार गृहलाई प्रतिवेदन पेश गर्न लगाउन सक्नेछ",बाल अदालतले आफ्नो क्षेत्राधिकार अन्तर्गत स्थापना भएका बाल सुधार गृहको अनुगमन तथा निरीक्षण गरी त्यस्तो बाल सुधार गृहलाई आवश्यक निर्देशन दिन सक्नेछ र त्यस्तो बाल सुधार गृहलाई त्यस्तो घरमा राखिएका बालबालिकाको सुधार अवस्थाका सम्बन्धमा प्रतिवेदन पेश गर्न आदेश दिन सक्नेछ
Tomanage budget by the Government of Nepal: The Government of Nepal shall have the obligation of the social security allowance pursuant to this Act,नेपाल सरकारले बजेट व्यवस्था गर्ने: यस ऐन बमोजिम सामाजिक सुरक्षा भत्ताको दायित्व नेपाल सरकारको हुनेछ,नेपाल सरकारको बजेट व्यवस्थापन : यस ऐन बमोजिम सामाजिक सुरक्षा भत्ता दिने दायित्व नेपाल सरकारको हुनेछ
"Quality of goods and services: In case the quality or standards of any substance inherent in any goods have not been determined, the Government of Nepal shall determine the standards or quality of such goods or services by fulfilling the process as prescribed",वस्तु वा सेवाको गुणस्तर: कुनै वस्तुमा अन्तरनिहित कुनै पदार्थको गुणस्तर वा मापदण्ड निर्धारण भएको रहेनछ भने नेपाल सरकारले त्यस्तो वस्तु वा सेवाको गुणस्तरको मापदण्ड तोकिए बमोजिमको प्रक्रिया पूरा गरी निर्धारण गर्नेछ,वस्तु वा सेवाको गुणस्तर: कुनै वस्तुमा निहित कुनै पदार्थको गुणस्तर वा मापदण्ड निर्धारण नभएमा नेपाल सरकारले तोकिए बमोजिमको प्रक्रिया पूरा गरी त्यस्तो वस्तु वा सेवाको गुणस्तर वा मापदण्ड निर्धारण गर्नेछ
The Government of Nepal may provide draft of model law to the Province and Local Level in order to enact laws.,नेपाल सरकारले प्रदेश र स्थानीय तहलाई कानून बनाउनको लागि नमूना कानूनको मस्यौदा बनाई उपलब्ध गराउन सक्नेछ।,नेपाल सरकारले कानून बनाउनका लागि प्रदेश तथा स्थानीय तहलाई नमूना कानूनको मस्यौदा पेश गर्न सक्नेछ ।
"Power, duties and functions of the Registrar: In addition to the power, duties and functions stipulated elsewhere in this Act, the power, duties and function of the Registrar shall be as follows:- To prepare the agenda to be submitted for consideration in the Council meeting in consultation with the Chairperson","रजिष्ट्रारको काम, कर्तव्य र अधिकारः यस ऐनमा अन्यत्र लेखिएका काम, कर्तब्य र अधिकारको अतिरिक्त रजिष्ट्रारको काम, कर्तव्य र अधिकार देहाय बमोजिम हुनेछः परिषद्को बैठकमा पेश गर्नु पर्ने छलफलको विषयसूची अध्यक्षको परामर्शमा तयार गर्ने","रजिष्ट्रारको अधिकार, कर्तव्य र काम: यस ऐनमा अन्यत्र उल्लिखित अधिकार, कर्तव्य र कामकाजका अतिरिक्त रजिष्ट्रारको अधिकार, कर्तव्य र काम देहाय बमोजिम हुनेछ :- अध्यक्षसँग परामर्श गरी परिषद्को बैठकमा छलफलका लागि पेश गरिने विषयको कार्यसूची तयार गर्ने"
"Auditor to Certify: An auditor shall mark any certify the accounts, records, books and ledgers audited by him/her by putting his /her signature thereon and also mentioning therein the date on which he/she has audited them","लेखापरीक्षकले प्रमाणित गर्नु पर्ने : लेखापरीक्षकले आफूले परीक्षण गरेको हिसाब किताब, खाता बही, श्रेस्ता र लेखामा आफूले जाँचेको मिति समेत उल्लेख गरी दस्तखत गरी निस्सा लगाई प्रमाणित गर्नु पर्नेछ","लेखापरीक्षकले प्रमाणित गर्नु पर्ने : लेखापरीक्षकले आफूले लेखापरीक्षण गरेको लेखा, अभिलेख, बही तथा लेजरमा हस्ताक्षर गरी लेखापरीक्षण गरेको मिति समेत उल्लेख गरी लेखापरीक्षण गरेको कुनै पनि लेखापरीक्षणमा चिन्ह लगाउनु पर्नेछ"
to sell the goods to the customers on a first-come-first-served basis,पहिले आउने उपभोक्तालाई पहिले वस्तु बिक्री गर्ने,"ग्राहकलाई सर्वप्रथम आउने, सर्वप्रथम सेवा गर्ने आधारमा वस्तु बिक्री गर्ने"
"Prohibition on untouchability and discrimination: No one shall commit, or cause to be committed, untouchability and discrimination",जातीय तथा अन्य सामाजिक छुवाछूत र भेदभाव गर्न नहुने: कसैले पनि जातीय तथा अन्य सामाजिक छुवाछुत तथा भेदभाव गर्न वा गराउन हुँदैन,छुवाछूत र भेदभावमा रोक: कसैले छुवाछूत र भेदभाव गर्न वा गराउन हुँदैन
to give necessary directives to the bodies that protect the rights and interests of the consumers and law enforcement bodies in order to make market monitoring effective,"बजार अनुगमनलाई प्रभावकारी बनाउन उपभोक्ताको हक, हित संरक्षण गर्ने र कानून कार्यान्वयन गर्ने निकायलाई आवश्यक निर्देशन दिने",बजार अनुगमन प्रभावकारी बनाउन उपभोक्ताको हक हितको संरक्षण गर्ने निकाय तथा कानून प्रवर्तन गर्ने निकायलाई आवश्यक निर्देशन दिने
Coordination to be Made by District Coordination Committee: The District Coordination Committee shall coordinate on following matters: Development works to be carried out by the Federation or Province at the Local Level.,जिल्ला समन्वय समितिले समन्वय गर्ने : जिल्ला समन्वय समितिले देहायका विषयमा समन्वय गर्नेछ:- सङ्ग वा प्रदेशले स्थानीय तहमा गर्ने विकास निर्माण सम्बन्धी कार्य।,जिल्ला समन्वय समितिले समन्वय गर्नु पर्ने : जिल्ला समन्वय समितिले देहायका विषयमा समन्वय गर्नु पर्नेछ :- सङ्घ वा प्रदेशले स्थानीय तहमा गर्ने विकास निर्माण कार्य ।
"Rights of child victim: A child victim shall have the right to child friendly justice as follows in every stage of investigation, prosecution and judicial process: To get information on the language he or she understands","पीडित बालबालिकाका अधिकार: पीडित बालबालिकालाई अनुसन्धान, अभियोजन र न्यायिक प्रक्रियाको हरेक चरणमा देहाय बमोजिमका बाल अनुकूल न्यायको अधिकार हुनेछ :- आफूले बुझ्ने भाषामा जानकारी पाउने","बाल पीडितको अधिकार: बाल पीडितलाई अनुसन्धान, कारबाही र न्यायिक प्रक्रियाको हरेक चरणमा देहाय बमोजिम बालमैत्री न्याय पाउने अधिकार हुनेछः- आफूले बुझ्ने भाषामा जानकारी प्राप्त गर्ने"
Action for the purpose of compelling a defendant to exhibit a thing or title to his,कुनै सम्पत्ति वा हक देखाउन बाध्य पार्नको लागि गरिने मुद्दा ।,प्रतिवादीलाई आफ्नो सम्पत्ति वा अधिकार देखाउन बाध्य पार्ने प्रयोजनको उजुरी
"Notwithstanding anything contained in the laws in force, examination of witness or interrogatories executed in a foreign country pursuant to this Act may be taken in evidence as if such examination of witness or written interrogatories were executed in the Court of Nepal",प्रचलित कानूनमा जुनसुकै कुरा लेखिएको भए तापनि यस ऐन बमोजिम विदेशमा गरिएको साक्षी परीक्षण वा बन्द सवाललाई नेपालको अदालतमा नै साक्षी परीक्षण वा बन्द सवाल भए गरे सरह मानी प्रमाणको रुपमा लिन सकिनेछ,प्रचलित कानूनमा जुनसुकै कुरा लेखिएको भए तापनि यस ऐन बमोजिम विदेशी मुलुकमा भएको साक्षी वा सोधपुछको जाँचबुझ नेपाल अदालतमा भएको प्रकृतिको प्रमाण मानिनेछ
"Classification of Claims: The claims accepted, accepted partially or rejected pursuant to Section 87 shall by a Liquidator be recorded separately segregating them under different headings","दाबीको वर्गीकरण : लिक्वीडेटरले दफा ८७ बमोजिम स्वीकृत, आंशिक रुपमा स्वीकृत वा अस्वीकृत दाबीलाई सोही बमोजिम छुट्टाछुट्टै शीर्षकमा छुट्याई राख्नु पर्नेछ","दावीको वर्गीकरण : दफा ८७ बमोजिम स्वीकृत, आंशिक स्वीकृत वा अस्वीकृत दावी लिक्विडेटरले छुट्टै गरी फरक-फरक खण्डमा अभिलेख गर्नु पर्नेछ"
Chapter-4 Miscellaneous Organizational Structure and Employees of the Commission: The organizational structure and appointment of employees of the Commission shall be as approved by the Government of Nepal,परिच्छेद-४ विविध आयोगको सङ्गठनात्मक संरचना र कर्मचारी: आयोगको सङ्गठनात्मक संरचना र कर्मचारीको दरबन्दी नेपाल सरकारले स्वीकृत गरे बमोजिम हुनेछ,परिच्छेद-४ आयोगको विविध सङ्गठनात्मक संरचना र कर्मचारी : आयोगको सङ्गठनात्मक संरचना र कर्मचारी नियुक्ति नेपाल सरकारले स्वीकृत गरे बमोजिम हुनेछ
The Department may issue a service passport to a Nepali citizen working as local employee in the mission upon written request from the Ministry or the mission,नियोगमा स्थानीय कर्मचारीको रूपमा कार्यरत नेपाली नागरिकलाई मन्त्रालय वा नियोगबाट लेखी आएमा विभागले सर्भिस राहदानी जारी गर्न सक्नेछ,विभागले मन्त्रालय वा मिसनको लिखित अनुरोधमा मिसनमा स्थानीय कर्मचारी भई कार्यरत नेपाली नागरिकलाई सेवा राहदानी दिन सक्नेछ
"The District Judge, as deputed in accordance with Sub-Section (5), shall work in the assigned District Court during the period as prescribed",उपदफा बमोजिम तोकिएको जिल्ला न्यायाधीशले तोकेको अवधिभर सम्बन्धित जिल्ला अदालतमा रही काम गर्नु पर्नेछ,उपदफा बमोजिम खटिएका जिल्ला न्यायाधीशले तोकिए बमोजिमको अवधिभर तोकिए बमोजिमको जिल्ला अदालतमा काम गर्नेछ
"Upon receipt of such request, the Rastra Bank shall forward the request to the Government of Nepal for necessary actions along with its opinion",त्यस्तो अनुरोध प्राप्त भएपछि राष्ट्र बैङ्कले आफ्नो राय सहित आवश्यक कारबाहीको लागि नेपाल सरकार समक्ष पठाउनेछ,राष्ट्र बैङ्कले त्यस्तो अनुरोध प्राप्त गरेपछि आवश्यक कारबाहीको लागि आफ्नो राय सहितको अनुरोध नेपाल सरकारमा पठाउनेछ
A bank or financial institution may open a branch office outside Nepal by obtaining approval from the Rastra Bank,बैङ्क तथा वित्तीय संस्थाले राष्ट्र बैङ्कको स्वीकृति लिई नेपाल बाहिर शाखा कार्यालय खोल्न सक्नेछ,बैङ्क वा वित्तीय संस्थाले राष्ट्र बैङ्कबाट स्वीकृति लिई नेपाल बाहिर शाखा कार्यालय खोल्न सक्नेछ
"Notwithstanding anything contained in sub-sections and (3), Province or Local Level shall not enact laws: Prohibiting the exercise of fundamental rights, Constitutional rights or rights provided for in the federal laws, or restricting such rights.","उपदफा र मा जुनसुकै कुरा लेखिएको भए तापनि प्रदेश वा स्थानीय तहले कानून बनाउँदा देहाय बमोजिम हुने गरी बनाउनु हुँदैनः- मौलिक हक, संवैधानिक हक वा सङ्घीय कानूनप्रदत्त हकमा प्रतिबन्ध लगाउने वा त्यस्तो हकको प्रयोगमा सीमा तोक्ने।","उपदफा र मा जुनसुकै कुरा लेखिएको भए तापनि प्रदेश वा स्थानीय तहले कानून बनाउन सक्ने छैन :- सङ्घीय कानूनमा उल्लिखित मौलिक अधिकार, संवैधानिक अधिकार वा अधिकारको प्रयोगमा रोक लगाउने वा त्यस्तो अधिकारमा प्रतिबन्ध लगाउने।"
"To keep the record to be remained in the Secretariat of the Judicial Council in systematic and secured manner by updating it, To allocate the functions to the employees of the Judicial Council and to assign them in work, To carry on monitoring, control and supervision of the activities of the Secretariat of Judicial Council, To give information of decision of the Judicial Council to concerned person or body, To make contract and coordination with Government of Nepal and other concerned body as per the requirement, To perform other function as prescribed by the Judicial Council","न्याय परिषदको सचिवालयमा रहने अभिलेख प्रमाणित गरी अद्यावधिक, व्यवस्थित र सुरक्षित राखे, न्याय परिषदको कर्मचारीलाई कार्यविभाजन गरी काममा लगाउने, न्याय परिषदको सचिवालयको काम कारवाहीको अनुगमन, नियन्त्रण, सुपरीवेक्षण गर्ने, न्याय परिषदको निर्णय सम्बन्धित व्यक्ति वा निकायलाई जानकारी गराउने, नेपाल सरकार र अन्य सम्बन्धित निकायसँग आवश्यकता अनुसार सम्पर्क र समन्वय गर्ने, न्याय परिषदले तोकेको अन्य काम गर्ने","न्याय परिषदको सचिवालयमा व्यवस्थित र सुरक्षित रूपमा अभिलेख राख्ने गरी अद्यावधिक गर्ने, न्याय परिषदका कर्मचारीलाई कामको जिम्मेवारी दिने, न्याय परिषदको सचिवालयको काम कारबाहीको अनुगमन, अनुगमन तथा अनुगमन गर्ने, सम्बन्धित व्यक्ति वा निकायलाई न्याय परिषदको निर्णयको जानकारी दिने, नेपाल सरकार र अन्य सम्बन्धित निकायसँग आवश्यकता अनुसार ठेक्का तथा समन्वय गर्ने, न्याय परिषदले तोकेको अन्य काम गर्ने"
