source,reference,hypothesis
"स्पष्टीकरण : “शारीरिक अङ्गहरूको बनौट र कार्य” भन्नाले शरीर सञ्चालन सम्बन्धी, दृष्टि सम्बन्धी, स्वर र सुनाइ सम्बन्धी, मानसिक, मांसपेशी र स्नायु सम्बन्धी र अन्य प्रणालीका अङ्ग र कार्यलाई जनाउँछ ।","“Barriers created from the existing social and physical environment” means barriers created from psycho-social, technologies, nature and man-made environment, attitude related, service systems and policies.","Explanation: ""Body organ design and function"" means organs and functions of body operation, eyes, voice and hearing, mental, muscle and nerve, and other systems."
वास्तविक धनीबाट ।,From the true owner.,From the actual owner.
उपदफा बमोजिम प्राप्त निर्देशनको पालना गर्नु सम्बन्धित स्वास्थ्य संस्थाको कर्तव्य हुनेछ,It shall be the duty of the concerned health institution to comply with the directives received pursuant to sub-section,It shall be the duty of the concerned health institution to comply with the directives received pursuant to sub-section
कानूनको विवेक प्रतिकूल हुने गरी लागू गरिएका विषय नजिरको रुपमा कायम हुँदैन ।,Those things which have been introduced contrary to the reason of the law oughts not to be drawn into precedent.,That which is done contrary to the will of the law is not done as a precedent.
त्यस्तो कर्मचारी नियुक्त नभएसम्म आयोगको वरिष्ठतम्‌ कर्मचारीले आयोगको सचिव भई काम गर्नेछ,The seniormost official of the Commission shall act as the Secretary of the Commission until the appointment of such official,The seniormost official of the Commission shall act as the Secretary of the Commission until the appointment of such official
निर्देशिका वा कार्यविधि बनाउने अधिकार: आयोगबाट सम्पादन हुने काम सुचारू रूपले सञ्चालन गर्न वा गराउनको लागि आयोगले यो ऐन तथा यस ऐन अन्तर्गत बनेको नियमको अधीनमा रही आवश्यक निर्देशिका वा कार्यविधि बनाउन सक्नेछ,"Power to frame Directives or Procedures: The Commission may, subject to this Act or rules framed under this Act, issue directives or procedures to conduct or cause to conduct the smooth operation of its functions","Power to frame directives or procedures: The Commission may, in order to conduct or cause to be conducted the smooth operation of the work to be performed by the Commission, frame necessary directives or procedures subject to this Act and the rules framed under this Act"
"कुनै वस्तु वा सेवा बिक्री वा प्रदान गर्न कुनै संरचना, मानक वा मापदण्ड तोकिएकोमा त्यस्तो संरचना, मानक वा मापदण्ड पूरा नगरी बिक्री गर्ने","selling without fulfilling the structure, measurement or standard if any, prescribed for selling or providing any goods or service","selling or providing any goods or services without fulfilling any structure, standard or standard as prescribed"
"परिभाषा: विषय वा प्रसङ्गले अर्को अर्थ नलागेमा यस ऐनमा, आवास भन्नाले आवासीय प्रयोजनको लागि निर्माण गरिएको भवन, घर, सोको अंश वा यस्तै स्थायी वा अस्थायी आंशिक वा पूर्ण संरचना सम्झनु पर्छ","Definition: Unless the subject or the context otherwise requires, in this Act, Housing means building, house, part of it or such permanent or temporary, partial or full structure constructed for the residential purpose","Definitions: Unless the subject or the context otherwise requires, in this Act, housing means a building, house, part thereof or similar permanent or temporary partial or complete structure constructed for the purpose of housing"
"बाल अदालतले आफ्नो प्रादेशिक क्षेत्राधिकारभित्र स्थापना भएका बाल सुधार गृहको अनुगमन तथा निरीक्षण गर्न, त्यस्तो बाल सुधार गृहलाई आवश्यक निर्देशन दिन र बाल सुधार गृहमा रहेका बालबालिकाको सुधारको स्थितिका सम्बन्धमा त्यस्तो बाल सुधार गृहलाई प्रतिवेदन पेश गर्न लगाउन सक्नेछ","The Juvenile Court may monitor and inspect the child reform homes established within its territorial jurisdiction, issue necessary directives to such child reform homes and order such child reform homes to submit reports on the condition of reform of the children kept in such homes","The Juvenile Court may, in order to monitor and inspect the child reform home established within its territorial jurisdiction, give necessary direction to such a child reform home and cause such a child reform home to submit a report on the status of reform of the children in the child reform home"
नेपाल सरकारले बजेट व्यवस्था गर्ने: यस ऐन बमोजिम सामाजिक सुरक्षा भत्ताको दायित्व नेपाल सरकारको हुनेछ,Tomanage budget by the Government of Nepal: The Government of Nepal shall have the obligation of the social security allowance pursuant to this Act,Government of Nepal to make provision of budget: The responsibility of the social security allowance pursuant to this Act shall be the Government of Nepal
वस्तु वा सेवाको गुणस्तर: कुनै वस्तुमा अन्तरनिहित कुनै पदार्थको गुणस्तर वा मापदण्ड निर्धारण भएको रहेनछ भने नेपाल सरकारले त्यस्तो वस्तु वा सेवाको गुणस्तरको मापदण्ड तोकिए बमोजिमको प्रक्रिया पूरा गरी निर्धारण गर्नेछ,"Quality of goods and services: In case the quality or standards of any substance inherent in any goods have not been determined, the Government of Nepal shall determine the standards or quality of such goods or services by fulfilling the process as prescribed","Quality of goods or service: If the quality or standard of any substance contained in any goods has not been determined, the Government of Nepal shall determine the standard of quality of such goods or services by fulfilling the process as prescribed"
नेपाल सरकारले प्रदेश र स्थानीय तहलाई कानून बनाउनको लागि नमूना कानूनको मस्यौदा बनाई उपलब्ध गराउन सक्नेछ।,The Government of Nepal may provide draft of model law to the Province and Local Level in order to enact laws.,The Government of Nepal may draft and make available model laws to the Province and Local Level for enacting laws.
"रजिष्ट्रारको काम, कर्तव्य र अधिकारः यस ऐनमा अन्यत्र लेखिएका काम, कर्तब्य र अधिकारको अतिरिक्त रजिष्ट्रारको काम, कर्तव्य र अधिकार देहाय बमोजिम हुनेछः परिषद्को बैठकमा पेश गर्नु पर्ने छलफलको विषयसूची अध्यक्षको परामर्शमा तयार गर्ने","Power, duties and functions of the Registrar: In addition to the power, duties and functions stipulated elsewhere in this Act, the power, duties and function of the Registrar shall be as follows:- To prepare the agenda to be submitted for consideration in the Council meeting in consultation with the Chairperson","Functions, Duties and Powers of Registrar: In addition to the functions, duties and powers contained elsewhere in this Act, the functions, duties and powers of the registrar shall be as follows:- To prepare, in consultation with the Chairperson, a list of the agenda to be introduced in the meeting of the Council"
"लेखापरीक्षकले प्रमाणित गर्नु पर्ने : लेखापरीक्षकले आफूले परीक्षण गरेको हिसाब किताब, खाता बही, श्रेस्ता र लेखामा आफूले जाँचेको मिति समेत उल्लेख गरी दस्तखत गरी निस्सा लगाई प्रमाणित गर्नु पर्नेछ","Auditor to Certify: An auditor shall mark any certify the accounts, records, books and ledgers audited by him/her by putting his /her signature thereon and also mentioning therein the date on which he/she has audited them","To be certified by the auditor: An auditor shall have to be certified by attesting the audited accounts, records, statements and accounts by specifying the date of audited by him or her"
पहिले आउने उपभोक्तालाई पहिले वस्तु बिक्री गर्ने,to sell the goods to the customers on a first-come-first-served basis,selling the goods to the first-come-first- served consumers
जातीय तथा अन्य सामाजिक छुवाछूत र भेदभाव गर्न नहुने: कसैले पनि जातीय तथा अन्य सामाजिक छुवाछुत तथा भेदभाव गर्न वा गराउन हुँदैन,"Prohibition on untouchability and discrimination: No one shall commit, or cause to be committed, untouchability and discrimination","Prohibition on untouchability and discrimination: No person shall be allowed to make, or cause to be made, untouchability and discrimination"
"बजार अनुगमनलाई प्रभावकारी बनाउन उपभोक्ताको हक, हित संरक्षण गर्ने र कानून कार्यान्वयन गर्ने निकायलाई आवश्यक निर्देशन दिने",to give necessary directives to the bodies that protect the rights and interests of the consumers and law enforcement bodies in order to make market monitoring effective,"to give necessary direction to the bodies that protect the rights, interests of consumers and enforce the law in order to make market monitoring effective"
जिल्ला समन्वय समितिले समन्वय गर्ने : जिल्ला समन्वय समितिले देहायका विषयमा समन्वय गर्नेछ:- सङ्ग वा प्रदेशले स्थानीय तहमा गर्ने विकास निर्माण सम्बन्धी कार्य।,Coordination to be Made by District Coordination Committee: The District Coordination Committee shall coordinate on following matters: Development works to be carried out by the Federation or Province at the Local Level.,Coordination to be made by the District Coordination Committee: The District Coordination Committee shall coordinate on the following matters: Development and construction work to be carried out by the Federation or Province at Local Level.
"पीडित बालबालिकाका अधिकार: पीडित बालबालिकालाई अनुसन्धान, अभियोजन र न्यायिक प्रक्रियाको हरेक चरणमा देहाय बमोजिमका बाल अनुकूल न्यायको अधिकार हुनेछ :- आफूले बुझ्ने भाषामा जानकारी पाउने","Rights of child victim: A child victim shall have the right to child friendly justice as follows in every stage of investigation, prosecution and judicial process: To get information on the language he or she understands","Rights of the child victim: The child victim shall have the following rights of child-appropriate justice at every step of investigation, prosecution and judicial process:- To obtain information in the language he or she understands"
कुनै सम्पत्ति वा हक देखाउन बाध्य पार्नको लागि गरिने मुद्दा ।,Action for the purpose of compelling a defendant to exhibit a thing or title to his,An action to compel one to show a property or right.
प्रचलित कानूनमा जुनसुकै कुरा लेखिएको भए तापनि यस ऐन बमोजिम विदेशमा गरिएको साक्षी परीक्षण वा बन्द सवाललाई नेपालको अदालतमा नै साक्षी परीक्षण वा बन्द सवाल भए गरे सरह मानी प्रमाणको रुपमा लिन सकिनेछ,"Notwithstanding anything contained in the laws in force, examination of witness or interrogatories executed in a foreign country pursuant to this Act may be taken in evidence as if such examination of witness or written interrogatories were executed in the Court of Nepal","Notwithstanding anything contained in the prevailing law, the testimony or interrogatories conducted in a foreign country pursuant to this Act may be taken as evidence as if the testimony or interrogatories were conducted in the court of Nepal itself"
"दाबीको वर्गीकरण : लिक्वीडेटरले दफा ८७ बमोजिम स्वीकृत, आंशिक रुपमा स्वीकृत वा अस्वीकृत दाबीलाई सोही बमोजिम छुट्टाछुट्टै शीर्षकमा छुट्याई राख्नु पर्नेछ","Classification of Claims: The claims accepted, accepted partially or rejected pursuant to Section 87 shall by a Liquidator be recorded separately segregating them under different headings","Classification of Claims: The Liquidator shall separate the claims accepted, partially accepted or rejected pursuant to Section 87 by separate headings accordingly"
परिच्छेद-४ विविध आयोगको सङ्गठनात्मक संरचना र कर्मचारी: आयोगको सङ्गठनात्मक संरचना र कर्मचारीको दरबन्दी नेपाल सरकारले स्वीकृत गरे बमोजिम हुनेछ,Chapter-4 Miscellaneous Organizational Structure and Employees of the Commission: The organizational structure and appointment of employees of the Commission shall be as approved by the Government of Nepal,Chapter-4 Miscellaneous Organizational Structure and Employees of the Commission: The organizational structure and appointment of employees of the Commission shall be as approved by the Government of Nepal
नियोगमा स्थानीय कर्मचारीको रूपमा कार्यरत नेपाली नागरिकलाई मन्त्रालय वा नियोगबाट लेखी आएमा विभागले सर्भिस राहदानी जारी गर्न सक्नेछ,The Department may issue a service passport to a Nepali citizen working as local employee in the mission upon written request from the Ministry or the mission,"The Department may issue a service passport to the Nepali citizen working as a local employee in the mission, upon receipt of a correspondence from the Ministry or the mission"
उपदफा बमोजिम तोकिएको जिल्ला न्यायाधीशले तोकेको अवधिभर सम्बन्धित जिल्ला अदालतमा रही काम गर्नु पर्नेछ,"The District Judge, as deputed in accordance with Sub-Section (5), shall work in the assigned District Court during the period as prescribed",Work shall be carried out in the concerned District Court throughout the period as prescribed by the District Judge pursuant to Sub-Section
त्यस्तो अनुरोध प्राप्त भएपछि राष्ट्र बैङ्कले आफ्नो राय सहित आवश्यक कारबाहीको लागि नेपाल सरकार समक्ष पठाउनेछ,"Upon receipt of such request, the Rastra Bank shall forward the request to the Government of Nepal for necessary actions along with its opinion","Upon receipt of such a request, the Rastra Bank shall forward it, along with its opinion, to the Government of Nepal for necessary action"
बैङ्क तथा वित्तीय संस्थाले राष्ट्र बैङ्कको स्वीकृति लिई नेपाल बाहिर शाखा कार्यालय खोल्न सक्नेछ,A bank or financial institution may open a branch office outside Nepal by obtaining approval from the Rastra Bank,"Banks and financial institutions may, with the approval of the Rastra Bank, open branch office outside of Nepal"
"उपदफा र मा जुनसुकै कुरा लेखिएको भए तापनि प्रदेश वा स्थानीय तहले कानून बनाउँदा देहाय बमोजिम हुने गरी बनाउनु हुँदैनः- मौलिक हक, संवैधानिक हक वा सङ्घीय कानूनप्रदत्त हकमा प्रतिबन्ध लगाउने वा त्यस्तो हकको प्रयोगमा सीमा तोक्ने।","Notwithstanding anything contained in sub-sections and (3), Province or Local Level shall not enact laws: Prohibiting the exercise of fundamental rights, Constitutional rights or rights provided for in the federal laws, or restricting such rights.","Notwithstanding anything contained in sub-sections and , the Province or Local Level, while enacting laws, shall not enact such laws as follows: To impose restrictions on, or limit the use of, the Fundamental Rights, Constitutional Rights or Federal lawful rights."
"न्याय परिषदको सचिवालयमा रहने अभिलेख प्रमाणित गरी अद्यावधिक, व्यवस्थित र सुरक्षित राखे, न्याय परिषदको कर्मचारीलाई कार्यविभाजन गरी काममा लगाउने, न्याय परिषदको सचिवालयको काम कारवाहीको अनुगमन, नियन्त्रण, सुपरीवेक्षण गर्ने, न्याय परिषदको निर्णय सम्बन्धित व्यक्ति वा निकायलाई जानकारी गराउने, नेपाल सरकार र अन्य सम्बन्धित निकायसँग आवश्यकता अनुसार सम्पर्क र समन्वय गर्ने, न्याय परिषदले तोकेको अन्य काम गर्ने","To keep the record to be remained in the Secretariat of the Judicial Council in systematic and secured manner by updating it, To allocate the functions to the employees of the Judicial Council and to assign them in work, To carry on monitoring, control and supervision of the activities of the Secretariat of Judicial Council, To give information of decision of the Judicial Council to concerned person or body, To make contract and coordination with Government of Nepal and other concerned body as per the requirement, To perform other function as prescribed by the Judicial Council","To maintain the records maintained in the Secretariat of the Judicial Council by certifying and maintaining them updated, systematic and safe, To employ the employees of the Judicial Council by separation of duties, To carry out monitoring, control and supervision of the functions and activities of the Secretariat of the Judicial Council, To inform the concerned person or body about the decision of the Judicial Council, To liaise and coordinate as necessary with the Government of Nepal and other concerned bodies, To perform other functions as prescribed by the Judicial Council"
संयोजक,Coordinator,Convener
उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि दुईजना सदस्यले संयुक्त रूपमा बिषय सूची समेत समावेश गरी न्याय परिषदको बैठक बोलाउन अध्यक्ष समक्ष लिखित अनुरोध गरेमा अध्यक्षले यथाशीघ्र बैठक बोलाउनु पर्नेछ,"Notwithstanding anything contained in Sub-Section, the Chairperson shall call a meeting in case any two members jointly make a written request including the agendas before the Chairperson to call a meeting of the Judicial Council as quick as possible","Notwithstanding anything contained in sub-section , if two Members jointly make a request to the Chairperson to convene a meeting of the Judicial Council by including a list of the agenda, the Chairperson shall convene the meeting as soon as possible"
मृत्युको समय सम्म कुनै ब्यक्तिको इच्छापत्र परिवर्तन हुन सक्छ ।,The will of a deceased person is changeable until the last moment of life.,The will of any person may change until the time of death.
"जसले शब्द बुझ्दैन, उसले सम्पूर्ण कारण पनि बुझ्दैन ।",He who fails in a syllable fails in his whole cause.,One who does not understand the words does not understand the whole reason.
"यस ऐनमा अन्यत्र जुनसुकै कुरा लेखिएको भए तापनि पूर्वाधार विकास बैङ्कको संस्थापक वा शेयरधनीले लिने अधिकतम शेयर वा कुनै विदेशी बैङ्, वित्तीय संस्था वा अन्य संगठित संस्थाले त्यस्तो बैङ्कको शेयर, डिबेञ्चर वा अन्य वित्तीय उपकरणमा लगानी गर्ने सीमा राष्ट्र बैङ्क समय समयमा निर्धारण गरे बमोजिम हुनेछ","Notwithstanding anything contained elsewhere in this Act, the maximum limit of shares to be subscribed by a promoter or shareholder of an Infrastructure Development Bank or limit of equity investment to be made by any foreign bank, financial institution and other corporate body in shares, debentures or other financial instruments shall be as determined by the Rastra Bank from time to time","Notwithstanding anything contained elsewhere in this Act, the maximum shares to be taken by the promoter or shareholder of an Infrastructure Development Bank or the limits of investment by any foreign bank, financial institution or other corporate body in the shares, debentures or other financial instruments of such a bank shall be as determined by the Rastra Bank from time to time"
उपदफा बमोजिम सङ्गलन गरिएको लगतको विवरण स्थानीय तहले प्रदेश सरकार मार्फत्‌ नेपाल सरकारलाई उपलब्ध गराउनु पर्नेछ,The Local Level shall have to provide the details of the list collected pursuant to sub-section to the Government of Nepal through the Provincial Government,The Local Level shall have to provide the details of the records collected pursuant to sub-section to the Government of Nepal through the Provincial Government
"कति तथा कस्तो किसिमको, वस्तुको सीमा तथा गुण","How much and of what kind, the extent and quality.","How much and what kind, limit and quality of the goods"
निर्देशिका बनाउन सक्ने: मन्त्रालयले ऐन तथा यस नियमावलीको अधीनमा रही आवश्यक निर्देशिका वनाउन सक्नेछ,"No person shall be allowed to sell and distribute tobacco products from any home or shop having under the distance of 100 meter from educational and health institutions, child welfare homes, child care centers, elders’ care home, and other public places as prescribed by Government of Nepal by publishing a notice in the Nepal Gazette","To make directives: The Ministry may, subject to the Act and this Article, make necessary directives"
"जसले कुनै काम गर्न आदेश दिन्छ, सो कार्य उसले गरेको मानिन्छ । (हि. मु.अ.स., दफा १२९ को उपदफा (१), मु.अ.स., दफा १२९ को उपदफा (४), २०६ को उपदफा (१), १२९ आदी) को उपदफा (४), १२९ आदी)",One who orders or commands is deemed to have done thing himself.,He who orders to do anything is deemed to have done it.
छुनोटको विषयमा एकपटक सन्तुष्ट भएपछि त्यस पछाडी असन्तुष्ट हुन सक्तैन । (एकपटक कसैले छुनोट गर्न अधिकार प्रयोग गरिसकेपछि छुनोट गर्ने भन्दा सक्तैन । (अधुतको छुनोटको सन्दर्भमा),One cannot be displeased with that which has once satisfied him in making his election. (That which has once pleased in matter of election cannot afterwards displeased.),"When one is satisfied with one’s account, one cannot be dissatisfied afterwards."
कुनै कारणले लेखापरीक्षकको स्थान रिक्त भएमा बाँकी अवधिको लागि सञ्चालक समितिले अर्को लेखापरीक्षकको नियुक्ति गर्नु पर्नेछ,"If, for any reason, the position of an Auditor falls vacant, the Board of Directors shall appoint another Auditor for the remainder of the term",The Board of Directors shall appoint another auditor for the remainder of the period if the position of auditor falls vacant due to any reason
जन्मस्थान र नाता खुल्ने गरी “गाउँपालिका वा नगरपालिकाले गरिदिएको सिफारिस,Recommendation from the concerned Village Development or Municipality certifying the place of birth and relationship,Recommendation made by the Rural Municipality or Municipality stating the place of birth and address
"परिच्छेद-९ निर्देशन समिति तथा समन्वय समिति निर्देशन समिति : अपाङ्गता भएका व्यक्तिको अधिकार, सेवा सुविधा र संरक्षण सम्बन्धी काम कारबाहीमा समन्वय, रेखदेख, प्रबर्धन गर्ने तथा सो सम्बन्धी काममा निर्देशन दिने काम समेतको लागि एक अपाङ्गता राष्ट्रिय निर्देशन समिति रहनेछ ।","Chapter-9 Steering Committee and Coordination Committee Steering Committee: There shall be a Steering Committee for the functions including to co-ordinate, monitor, promote the activities related to the rights, facilities, services and protection of the persons with disabilities and to give direction in the activities related thereto.","Chapter-9 Steering Committee and Coordination Committee Steering Committee: There shall be a National Disability Steering Committee for coordinating, supervising, promoting and providing direction in the matters relating to the rights, facilities and protection of the persons with disabilities."
सर्वोच्च अदालतमा साधक पेश भएको मुद्वामा समेत सर्वोच्च अदालतलाई पुनरावेदन सुन्ने अधिकार हुनेछ,The Supreme Court shall have the power to hear an appeal on reference cases submitted before the Supreme Court,"The Supreme Court shall have the power to hear appeals, even in the case of a complaint filed before the Supreme Court"
"उपदफा वा बमोजिमको अभिलेखमा समावेश नभएका अपाङ्गता भएका व्यक्तिलाई नेपाल सरकारले यस ऐन बमोजिम उपलब्ध गराउने सेवा, सुविधा प्रदान गर्न बाध्य हुने छैन ।","The Ministry shall prepare integrated details of the persons with disabilities, on the basis of the records received pursuant to sub-section (2).","The Government of Nepal shall not be compelled to provide the services, facilities to the persons with disabilities that are not included in the records referred to in sub-section or pursuant to this Act."
"आयोगले उपदफा बमोजिम प्राकृतिक स्रोतको परिचालनबाट प्राप्त हुने प्रतिफलको हिस्सा देहायका आधारमा निर्धारण गरी नेपाल सरकारमा सिफारिस गर्न पर्नेछ :- परिचालित प्राकृतिक स्रोतको अवस्थिति, प्राकृतिक स्रोतको परिचालनबाट प्रभावित क्षेत्र, परिचालित प्राकृतिक स्रोत उपरको निर्भरता, प्रतिफलबाट लाभान्वित जनसङ्ख्या, प्राकृतिक स्रोतमा आश्रित जनसङ्ख्या, प्राकृतिक स्रोतको संरक्षण र दिगो व्यवस्थापनमा सहभागिता","The portion of returns to be received from the mobilization of Natural Resources made pursuant to sub-section (1), shall be determined by the Commission on the following grounds and recommendation of the same shall be made to the Government of Nepal: - situation of mobilized natural resources, area affected due to the mobilization of natural resources, dependence upon the mobilized natural resources, population benefitting from the results, population dependent on the natural resources, participation in the protection and sustainable management of natural resources","The Commission shall determine the portion of the return from the mobilization of natural resources pursuant to sub-section and make recommendation to the Government of Nepal on the following basis:- The location of the mobilized natural resources, Area affected by the mobilization of natural resources, Reliance on the mobilized natural resources, Population benefiting from the return, Population dependent on the natural resources, Participation in the protection and sustainable management of natural resources"
परीक्षाको पर्यवेक्षण: परिषद्ले दफा २२ बमोजिम मान्यता प्रदान गरिएको शैक्षिक योग्यताको प्रमाणपत्र वा अन्य उपाधिको लागि सम्बन्धित शिक्षण संस्थाबाट लिइने परीक्षाको पर्यवेक्षण गर्न सक्नेछ,Invigilation of Examination: The Council may cause invigilation of the examination to be conducted by the relevant educational institution recognized under section 22 to award qualification certificates or other degrees,Inspection of examination: The Council may carry out inspection of the examination to be taken from the concerned educational institution for the certificate of educational qualification or other degree recognized pursuant to Section 22
मेरो सम्पत्ति मबाट अलग्ग नगरी वा जफत नगरी अर्कलाई हस्तान्तरण हुन सक्दैन ।,What is mine cannot be lost or transferred to another without alienation or forfeiture.,My property cannot be transferred to another without detachment or confiscation.
"परिच्छेद-१ प्रारम्भिक संक्षिप्त नाम र प्रारम्भ: यस ऐनको नाम “अनिवार्य तथा निःशुल्क शिक्षा सम्बन्धी ऐन, २०७५” रहेको छ","Chapter-1 Preliminary Short title and commencement: This Act may be cited as the “Act Relating to Compulsory and Free Education, 2075","Chapter-1 Preliminary Short title and commencement: This Act may be cited as the “Act Relating to Obligatory and Free Education, 2075"
परिवारको कुनै पनि सदस्य स्वरोजगार नभएमा।,If no member of the family is self-employed.,If no member of the family is self-employed.
उपदफा बमोजिम प्राप्त भएको मुद्दाको सम्बन्धमा उच्च अदालतको एक न्यायाधीशको इजलासमा सुनुवाई हुनेछ र त्यस्तो इजलासबाट भएको निर्णय वा अन्तिम आदेश नै अदालतको निर्णय वा अन्तिम आदेश मानिनेछ,Hearing of the case pursuant to sub-section shall be held in the single Bench of the High Court and the decision or final order made by such a Bench shall be deemed to be the decision or final order of the Court,"The case received pursuant to sub-section shall be heard in the bench of one Judge of High Court, and the decision or final order made by such bench shall be deemed to be the decision or final order of the Court"
"यो ऐन प्रारम्भ हुँदाका बखत लेखापरीक्षण ऐन, २०४८ बमोजिम लेखापरीक्षण हुन बाँकी रहेको लेखाको लेखापरीक्षण यसै ऐन बमोजिम हुनेछ","Power to issue standards or directives: The Auditor General may, subject to this Act and the rules framed under this Act, make and enforce auditing standards or directives based on international auditing standards and prevailing good practices in order to enhance the quality of audit by making auditing objective, reliable and valid","At the time of the commencement of this Act, the audit of the accounts remaining to be audited pursuant to the Audit Act, 2048 shall be carried out in accordance with this Act"
"जसले अर्कको व्यक्तिको अधिकार वा स्वामित्व सक्छ, निजले त्यस्तो व्यक्तिको अधिकार उपयोग गर्दछ ।","One who succeeds to the right or ownership of another, ought to enjoy the rights of that other.",He who has the right or the ownership of a thing uses the right of such a person.
उपदफा मा जुनसुकै कुरा लेखिएको भए तापनि प्रचलित कानून बमोजिम कुनै सुरक्षा जाँच वा फौजदारी कसूरको अनुसन्धानको सिलसिलामा कुनै व्यक्तिको तलासी लिनु पर्ने अवस्था भएमा कानून बमोजिम अधिकार प्राप्त अधिकारी वा निजको आदेश बमोजिम सुरक्षाको प्रयोजनको लागि खटिएका कुनै व्यक्ति वा सुरक्षाकर्मीले तलासी लिन सक्नेछ,"Notwithstanding anything contained in sub-section , in cases where it is necessary to carry out any security check under the prevailing law or to search any person in the course of investigation of a criminal offence, the authorized official or any person or security deputed for the purpose of security in accordance with his or her order may carry out search in accordance with law","Notwithstanding anything contained in sub-section , if there is a condition to search any person in the course of any security investigation or investigation of criminal offence under the prevailing law, the lawfully authorized official or any person or security worker deputed for the purpose of security pursuant to his or her orders may search the person"
बिबिध मुद्दाको अनुसन्धान र दायरीः दफा ३३ बमोजिम सजाय हुने मुद्दाको अनुसन्धान परिषद्ले तोकेको परिषद्को अधिकृतले गर्नेछ र त्यस्तो अनुसन्धानको काम पूरा भएपछि सरकारी वकिलको राय लिई सम्बन्धित जिल्ला अदालतमा मुद्दा दायर गर्नेछ,"Miscellaneous Investigation and filling of case: An investigation of a case punishable under section 33 shall be carried out by an officer of the Council appointed by it and after the completion of such investigation, the case shall be filed with a corresponding district court on taking opinion of the government attorney","Investigation and filing of any case: The investigation of the case punishable under Section 33 shall be carried out by the officer of the Council as prescribed by the Council and after completion of such investigation, the case shall be filed in the concerned District Court with the opinion of the government attorney"
गलत तरिकाले दायित्व बोकाउनेलाई सजाय दिने उजुरी ।,An action to penalize someone who wrongfully compelled the plaintiff to assume obligation.,An action to punish one who bears the liabilities wrongly.
पुनर्स्थापकीय न्याय: बाल न्याय सम्पादन गर्दा पुनर्स्थापकीय न्यायको मान्यता अनुकूल हुने गरी गर्नु पर्नेछ,"Restorative justice: While dispensing the juvenile justice, it shall be made in compliance with the principle of restorative justice","Reconstitutional justice: While carrying out juvenile justice, it shall be done in such a way as to make the recognition of restorative justice consistent"
"अपाङ्गता भएका बालबालिकाको अधिकार : अपाङ्गता भएका बालबालिकालाई आफ्नो मान, प्रतिष्ठा सुनिश्चित गर्ने, आत्मनिर्भरता प्रवर्द्धन गर्ने, समाजमा सक्रिय रुपले सहभागी हुने तथा सम्मानजनक तवरले जीवन व्यतीत गर्ने अधिकार हुनेछ ।","Rights of children with disabilities: The children with disabilities shall have the right to ensure their dignity and honour, promote self-reliance, participate actively in the society and earn the living in a respectful manner.","Right of the child with disability: The children with disabilities shall have the right to ensure their own respect, prestige, promote their own independence, participate actively in the society and lead life in a respectful manner."
"जसले खराव काम गर्छ, निजले आफूलाई अन्धकारमा राख्छ ।",One who does wrong hates the light.,One who offends keeps oneself in darkness.
"सार्वजनिक स्थलमा सिसिटिभि क्यामेरा जडान गर्ने सम्बन्धमा: कुनै पनि सार्वजनिक स्थलमा सिसिटिभि क्यामेरा जडान गर्न आवश्यक भएमा शौचालय, स्नान गृह वा कपडा फेर्ने कक्ष (चेञ्जिङ रुम) बाहेकका ठाउँमा त्यस्तो क्यामेरा जडान गर्न वा गराउन सकिनेछ","Relating to installing CCTV camera at public place: If it is necessary to install CCTV camera at any public place, such camera may be installed, or caused to be installed, at a place other than the toilet, bathroom or changing room","Regarding installation of CCTV camera in public place: If it is necessary to install CCTV camera in any public place, such camera may be installed or caused to be installed in the place other than toilet, bathroom or changing room"
"कोषले नेपाल सरकार वा नेपाल सरकारको स्वामित्व वा नियन्त्रणमा रहेको कुनै निकायद्वारा प्रवद्रिधत उर्जा उत्पादन र प्रशारण, कृषि विकास, पर्यटन र ठूला पूर्वाधार निर्माणको क्षेत्रमा शेयर लगानी गर्न सक्ने।","The Fund may make investment in the area of power generation and distribution, agriculture development, tourism and construction of larger infrastructures promoted by Government of Nepal or anybody having under the ownership or control of Government of Nepal.","The Fund may make share investment in the fields of energy generation and management, agricultural development, tourism and construction of large infrastructure in which the Government of Nepal or any body owned or under the control of the Government of Nepal is involved."
